laua,laua_name,prem_count,pixel_count,ab_rd_count,mway_count,mway_ard_count,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Voice_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,5G_high_confidence_prem_out_0,5G_high_confidence_prem_out_1,5G_high_confidence_prem_out_2,5G_high_confidence_prem_out_3,5G_high_confidence_prem_out_4,5G_high_confidence_geo_out_0,5G_high_confidence_geo_out_1,5G_high_confidence_geo_out_2,5G_high_confidence_geo_out_3,5G_high_confidence_geo_out_4,5G_very_high_confidence_prem_out_0,5G_very_high_confidence_prem_out_1,5G_very_high_confidence_prem_out_2,5G_very_high_confidence_prem_out_3,5G_very_high_confidence_prem_out_4,5G_very_high_confidence_geo_out_0,5G_very_high_confidence_geo_out_1,5G_very_high_confidence_geo_out_2,5G_very_high_confidence_geo_out_3,5G_very_high_confidence_geo_out_4,5G_SA_high_confidence_prem_out_0,5G_SA_high_confidence_prem_out_1,5G_SA_high_confidence_prem_out_2,5G_SA_high_confidence_prem_out_3,5G_SA_high_confidence_prem_out_4,5G_SA_high_confidence_geo_out_0,5G_SA_high_confidence_geo_out_1,5G_SA_high_confidence_geo_out_2,5G_SA_high_confidence_geo_out_3,5G_SA_high_confidence_geo_out_4,5G_SA_very_high_confidence_prem_out_0,5G_SA_very_high_confidence_prem_out_1,5G_SA_very_high_confidence_prem_out_2,5G_SA_very_high_confidence_prem_out_3,5G_SA_very_high_confidence_prem_out_4,5G_SA_very_high_confidence_geo_out_0,5G_SA_very_high_confidence_geo_out_1,5G_SA_very_high_confidence_geo_out_2,5G_SA_very_high_confidence_geo_out_3,5G_SA_very_high_confidence_geo_out_4
E07000147,North Norfolk,61861,95882,3509,,2078,1.29,4.41,22.84,71.46,11.61,14.48,29.76,44.15,3.21,9.03,32.61,55.15,15.99,21.66,33.23,29.13,,,,,10.3,18.91,36,34.79,,78.41,21.59,,,0.99,90.37,8.64,,,0.01,62.25,37.74,,,1.42,86.66,11.91,,,,,,,,0.63,83.69,15.69,,,,0.1,1.18,5.76,92.95,2.96,5.08,13.16,16.13,62.67,0.02,0.39,1.76,7.28,90.54,1.77,6.58,16.36,27.07,48.22,,,,,,1.64,5.25,15.69,27.53,49.9,,0,0.6,4.58,94.82,0.3,4.51,11.49,16.36,67.34,0,0.04,0.84,7.07,92.04,0.26,3.39,14.14,26.73,55.49,,,,,,0.29,2.84,14.15,22.91,59.82,16.17,45.27,34.15,4.41,,20.53,52.34,24.49,2.43,0.21,33.26,45.1,21.35,0.28,,47.87,38.64,13.42,0.07,,51.33,48.65,0.02,,,47.14,52.75,0.12,,,74.27,25.73,,,,75.99,24.01,,,
E06000061,North Northamptonshire,171377,98649,4907,,3920,0.1,0.35,5.94,93.61,3.86,6.66,33.28,56.19,1.92,3.77,13.62,80.7,4.46,8.19,29.9,57.45,,,,,4.39,7.7,30.18,57.73,0.01,65.65,34.35,,,0.24,86.8,12.96,,,0.03,57.31,42.66,,,0.57,78.28,21.15,,,,,,,,0.61,77.47,21.91,,,,0.03,0.1,0.78,99.09,0.48,1.04,4.51,9.48,84.48,0.1,0.4,1.22,3.8,94.48,0.37,1.26,5.09,14.71,78.56,,,,,,0.26,1.05,4.8,14.69,79.21,,0,0.05,0.57,99.37,0.13,0.44,1.31,7.87,90.25,0.02,0.13,0.62,3.15,96.09,0.12,0.51,2.38,10.78,86.2,,,,,,0.15,0.33,1.99,9.87,87.65,3.81,3.06,14.62,39.64,38.86,19.8,14.3,25.44,26.27,14.19,7.36,8.11,38.07,29.9,16.55,33.95,19.34,30.49,12.91,3.31,12.07,45.08,42.85,,,34.96,37.59,27.44,0.01,,28.9,38.2,32.91,,,57.85,30.56,11.59,,
E06000024,North Somerset,106050,37443,2152,389,1584,0.01,0.3,4.61,95.09,1.61,5.98,31.05,61.36,0.32,1.15,6.63,91.9,6.37,9.29,24.63,59.71,,1.54,15.68,82.78,4.36,6.69,23.55,65.4,0,27.18,72.82,,,0.27,60.84,38.89,,,0.01,23.99,76,,,2.09,61.52,36.38,,,,51.41,48.59,,,1.45,63.07,35.48,,,0,0,0.06,0.88,99.05,0.27,1.37,5.05,18.34,74.97,0.03,0.17,0.54,2.25,97.01,2.56,4.97,5.11,15.85,71.51,,,0.77,12.08,87.15,1.39,3.03,3.47,14.27,77.84,,,0.02,0.45,99.53,0.03,0.3,3.14,8.59,87.93,,0.01,0.21,1.73,98.05,0.93,1.72,4.88,10.04,82.43,,,,6.17,93.83,0.44,1.52,2.65,7.89,87.5,0.6,34.3,34.14,28.93,2.03,2.39,44.25,29.31,19.97,4.07,4.14,62.02,28.09,5.52,0.23,9.14,65.25,19.15,5.68,0.79,0.73,54.48,44.79,0,,3.35,58.02,38.62,0.01,,4.34,71.5,24.16,,,10.71,71.44,17.85,0.01,
E08000022,North Tyneside,104712,8239,1441,,1048,,,0.85,99.15,0.33,3.65,26.91,69.11,,,1.23,98.77,0.14,1.87,25.61,72.38,,,,,,1.34,23.95,74.71,,70.48,29.52,,,,91.27,8.73,,,,59.81,40.19,,,,88.48,11.52,,,,,,,,,88.65,11.35,,,,,,0,100,,,0.79,6.41,92.81,,,,0.02,99.98,,,0.07,6.8,93.13,,,,,,,,,6.01,93.99,,,,,100,,,0,2.08,97.92,,,,,100,,,,1.53,98.47,,,,,,,,,1.15,98.85,,,3.78,15.65,80.57,,,4.19,20.29,75.52,,2.02,10.33,46.87,40.78,,1.99,11.38,47.69,38.94,0.16,99.31,0.53,,,0.22,98.73,1.06,,,11.65,88.35,,,,9.61,90.34,0.05,,
E07000218,North Warwickshire,31624,28442,1625,736,1334,0.38,1.45,13.47,84.7,7.5,13.63,30.07,48.8,0.41,1.94,9.77,87.88,6.34,10.58,29.11,53.97,1.36,4.48,18.34,75.82,1.2,5.92,24.14,68.74,,28.8,71.2,,,0.52,54.74,44.74,,,,29.81,70.19,,,0.86,59.94,39.2,,,0.14,64.13,35.73,,,0.07,58.32,41.6,,,,0.04,0.62,3.29,96.06,0.74,5.82,7.79,20.52,65.13,,0.06,0.81,3.19,95.95,0.43,3.38,8.68,20.86,66.65,,0.95,3.8,12.5,82.74,,1.2,3.15,16.12,79.54,,,0.04,2.89,97.07,0.16,0.88,5.32,18.27,75.38,,,0.1,2.29,97.61,0.12,0.86,4.31,17.42,77.29,,,0.82,9.1,90.08,,,0.67,11.39,87.93,0.53,4.31,26.17,32.04,36.95,0.57,4.87,18.64,37.92,38.01,4.22,17.3,54.04,16.87,7.57,5.94,21.38,40.16,24.87,7.66,18.07,44.45,13.94,23.54,,18.04,28.83,21.37,31.76,,36.43,47.65,9.21,6.7,,46.84,33.18,11.37,8.6,
E07000134,North West Leicestershire,51885,27926,1542,236,1265,0,0.4,16.43,83.17,4.08,11.41,50.55,33.96,0.28,1.83,19.12,78.77,3.76,10.25,24.12,61.87,0.42,0.42,26.27,72.88,2.45,6.56,25.06,65.93,,66,34,,,0.21,83.31,16.48,,,0.04,60.3,39.67,,,0.06,79.51,20.43,,,,50.42,49.58,,,0.08,71.94,27.98,,,,0,0.05,1.08,98.87,0.22,1.67,6.95,17.84,73.32,0,0.06,0.71,4.05,95.18,0.52,2.53,7.78,13.94,75.23,,,2.12,12.29,85.59,0.63,1.03,4.35,11.94,82.06,,,0.02,0.92,99.06,0.02,0.38,2.52,18.17,78.91,,0,0.42,2.99,96.59,,0.65,5.58,12.91,80.87,,,1.69,11.44,86.86,,0.63,1.82,10.59,86.96,1.51,10.05,26.03,43.67,18.74,3.23,15.61,42.59,26.77,11.81,6.05,17.9,46.5,27.6,1.94,12.94,23.86,47.5,14.4,1.3,12.64,80.17,5,2.2,,19.33,69.56,3.86,7.26,,29.62,69,1.34,0.04,,47.29,47.81,4.2,0.7,
E06000065,North Yorkshire,328067,804079,21030,1220,13733,0.85,1.83,11.76,85.56,6.21,10.4,34.49,48.89,10.66,9.27,16.2,63.87,10.23,13.98,31.09,44.69,0.74,2.79,25.25,71.23,4.99,9.87,31.31,53.83,0.59,59.95,39.46,,,1.57,80.87,17.56,,,6.65,54.76,38.59,,,4.85,77.12,18.04,,,,73.52,26.48,,,0.74,79.48,19.78,,,0.26,0.7,0.7,2.32,96.01,1.46,3.03,5.49,14.92,75.09,4.79,5.83,5,7.74,76.63,2.67,5.44,7.63,17.22,67.04,,,0.74,6.23,93.03,0.56,1.53,4.74,15.01,78.16,0.14,0.44,0.63,1.93,96.85,0.61,1.88,4.5,12.34,80.67,3.12,4.5,4.69,7.81,79.88,1.89,2.92,6.45,15.94,72.8,,,0.16,4.92,94.92,0.17,0.7,3.02,12.52,83.58,7.12,22.65,38.54,24.83,6.86,30.27,23.47,29.3,15.02,1.95,15.55,34.55,38.78,10.51,0.62,43.75,29.69,22.49,3.99,0.08,35.45,62.48,2.06,0.01,,56.91,40.28,2.75,0.07,,55.38,44.02,0.59,,,77.3,22.08,0.62,,
E06000057,Northumberland,166057,502583,15227,,7490,0.27,1.09,7.05,91.59,4.16,10.54,32.39,52.91,9.46,7.29,22.5,60.75,8.65,12.04,32.43,46.88,,,,,2.8,7.72,35.29,54.19,0.08,37.6,62.33,,,0.49,61.42,38.09,,,2.76,65.4,31.84,,,2.4,69.74,27.85,,,,,,,,0.39,65.7,33.91,,,0.07,0.21,0.26,1.74,97.72,0.69,1.93,4.29,13.98,79.11,3.91,4.01,4.37,10.72,76.99,2.62,3.74,5.96,15.54,72.14,,,,,,0.39,0.83,4.09,15.73,78.97,0.02,0.17,0.2,1.08,98.53,0.2,0.99,2.96,8.01,87.84,1.52,3.96,5.03,11.07,78.42,1.23,2.52,5.73,13.65,76.88,,,,,,0.13,0.47,2.43,11.62,85.35,7.56,13.11,32.58,34.11,12.64,50.31,23.84,19.18,5.18,1.49,11.05,23.18,39.89,23.16,2.72,60.35,22.92,14.7,1.65,0.37,31.84,68.16,,,,72.29,27.71,0.01,,,48.77,51.23,,,,83.33,16.67,,,
E07000148,Norwich,59390,3913,572,,500,,,0.09,99.91,0.31,1.86,25.13,72.69,,0.08,3.02,96.91,0.17,1.22,17.31,81.29,,,,,,1.2,18,80.8,,10.92,89.08,,,,32.52,67.48,,,,16.43,83.57,,,,31.99,68.01,,,,,,,,,33.2,66.8,,,,,,,100,,,0.08,2.68,97.24,,,0.03,0.13,99.85,,,0.17,2.8,97.03,,,,,,,,0.2,1,98.8,,,,,100,,,,0.85,99.15,,,,0.05,99.95,,,,0.7,99.3,,,,,,,,,0.4,99.6,,0.09,8.07,42,49.83,,0.15,7.1,44.24,48.5,0.35,6.32,42.55,37.81,12.96,0.54,4.91,35.47,43.9,15.18,,56.28,43.72,,,,45.62,54.38,,,18.69,61.18,20.13,,,11.37,56.07,32.56,,
E06000018,Nottingham,145862,7459,1149,3,868,,,0.47,99.53,0,0.19,17.46,82.35,,,1.18,98.82,,,18.54,81.46,,,,100,,,14.98,85.02,,71.83,28.17,,,,91,9,,,,64.04,35.96,,,,90.6,9.4,,,,100,,,,,87.56,12.44,,,,,,,100,,,0.01,0.22,99.77,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,0.15,99.85,,,,,100,,,,,100,,,,,100,,,,,100,,,,2.72,97.28,,,,3.15,96.85,,0.01,4.84,37.63,57.53,,0.12,5.2,34.4,60.28,,,11.69,88.31,,,,10.91,89.09,,,2.85,40.93,56.22,,,3.06,37.58,59.36,
E07000219,Nuneaton and Bedworth,64243,7879,786,53,348,,,1.06,98.94,0.53,2.65,30.64,66.18,,0.58,4.15,95.27,1.65,5.47,33.97,58.91,,,18.87,81.13,,2.87,30.75,66.38,,50.78,49.22,,,,69.94,30.06,,,,37.37,62.63,,,0.25,71.37,28.37,,,,35.85,64.15,,,,66.09,33.91,,,,,,,100,,0.01,1.18,6.5,92.31,,0.01,0.09,1.02,98.88,,0.25,2.16,14.12,83.46,,,,5.66,94.34,,,0.29,10.63,89.08,,,,,100,,,0.14,3.08,96.79,,,,0.28,99.72,,0.13,0.38,5.85,93.64,,,,3.77,96.23,,,,2.87,97.13,,0.09,12.72,83.29,3.9,,0.34,15.55,77.38,6.73,0.08,1.77,70.73,27.32,0.11,0.93,3.3,63.12,32.26,0.39,0.86,64.8,29.16,5.19,,2.34,52.42,36.36,8.88,,14.64,62.57,22.41,0.37,,27.05,49.61,22.07,1.27,
E07000135,Oadby and Wigston,26017,2348,241,,101,,,0.03,99.97,0,0.29,16.78,82.93,,,0.38,99.62,,1.24,21.58,77.18,,,,,,,1.98,98.02,,18.07,81.93,,,,63.22,36.78,,,,17.21,82.79,,,,62.66,37.34,,,,,,,,,59.41,40.59,,,,,,,100,,,0,2.26,97.74,,,,0.04,99.96,,,,2.49,97.51,,,,,,,,,2.97,97.03,,,,,100,,,,0.72,99.28,,,,0.04,99.96,,,,2.07,97.93,,,,,,,,,2.97,97.03,,,6.12,11.75,82.13,,,5.03,23.17,71.81,,,19.08,45.97,34.94,,,19.55,52.81,27.64,,,10.49,89.51,,,,8.22,91.78,,,0.35,29.47,70.17,,,0.34,26.53,73.13,
E08000004,Oldham,100573,14244,1535,101,1245,,0,1,99,0,0.53,21.47,78,3.43,4.28,3.44,88.84,1.17,3.39,16.35,79.09,,0.99,16.83,82.18,1.45,4.18,14.7,79.68,,74.16,25.84,,,0,89.01,10.99,,,0.88,78.53,20.58,,,2.93,86.78,10.29,,,,100,,,,3.61,88.76,7.63,,,,,0,0,99.99,,,0.16,2.06,97.78,0.89,1.85,3.32,2.64,91.29,0.98,0.26,4.23,4.04,90.49,,,,3.96,96.04,1.2,0.32,5.22,4.34,88.92,,,,0,100,,,0.07,1.61,98.32,0.22,0.9,2.52,4.23,92.14,0.59,0.39,4.04,2.74,92.25,,,,,100,0.72,0.48,4.98,3.37,90.44,0.34,1.75,2.58,4.54,90.79,8.14,11.02,9.85,14.22,56.77,1.42,3.18,7.38,32.76,55.26,16.15,16.11,15.11,21.31,31.32,1.74,5.62,2.4,90.24,,18.1,18.67,7.76,55.47,,3.08,8.06,11.07,77.79,,32.21,16.74,9.13,41.92,
S12000023,Orkney Islands,13289,99608,4488,,1961,0.81,3.62,34.66,60.92,11.24,18.06,40.93,29.77,4.51,7.22,21.19,67.08,20.99,26.56,24.78,27.67,,,,,11.98,21.47,25.85,40.69,0.17,52.58,47.25,,,3.79,76.49,19.72,,,1.14,78.94,19.92,,,10.18,76.09,13.73,,,,,,,,2.35,74.86,22.79,,,0.04,0.35,2.05,26.09,71.48,2.36,7.53,11.66,46.14,32.3,0.9,2.02,3.28,11.76,82.03,4.43,13.32,15.66,27.23,39.35,,,,,,5.25,9.38,13.72,29.83,41.82,0.01,0.07,0.96,6.19,92.77,0.5,4.52,10.41,38.77,45.81,0.46,0.9,2.43,10.22,85.99,1.36,8.27,15.78,29.5,45.1,,,,,,0.92,6.58,14.84,26.87,50.79,53.13,46.87,,,,83.65,16.35,,,,57.04,42.96,,,,89.52,10.48,,,,55.39,44.61,,,,87.35,12.65,,,,58.57,41.43,,,,92,8,,,
E07000178,Oxford,69250,4570,699,,482,,,3.33,96.67,,0.02,23.37,76.61,,,3.28,96.72,,,19.17,80.83,,,,,,,20.12,79.88,,34.66,65.34,,,,63.7,36.3,,,,26.61,73.39,,,,54.79,45.21,,,,,,,,,53.53,46.47,,,,,,,100,,,,1.48,98.52,,,,0.09,99.91,,,,0.57,99.43,,,,,,,,,0.83,99.17,,,,,100,,,,0.13,99.87,,,,0.09,99.91,,,,0.14,99.86,,,,,,,,,0.21,99.79,,0.11,1.58,24.23,74.08,,0.02,0.63,23.22,76.13,0.19,3.35,31.31,38.14,26.99,0.11,2.39,25.51,46.83,25.16,0,32.44,67.56,,,0.04,26.43,73.52,,,8.11,63.73,28.16,,,7.86,67.2,24.95,,
W06000009,Pembrokeshire,67102,161645,6205,,3310,1.14,3.17,9.38,86.31,6.94,11.03,26.19,55.85,4.55,7.47,16.1,71.89,10.99,13.33,27.48,48.2,,,,,4.86,11.51,28.37,55.26,0.53,45.84,53.63,,,3.99,62.65,33.36,,,2.29,59.37,38.33,,,5.8,72.12,22.08,,,,,,,,1.45,71.96,26.59,,,0.18,0.81,1.77,3.01,94.22,2.07,3.67,7.12,12.58,74.56,0.84,2.51,4.62,7.09,84.94,2.97,5.64,9.61,14.36,67.43,,,,,,0.42,2.99,7.7,14.02,74.86,0.04,0.16,0.83,3.6,95.37,1.36,2.11,4.79,12.88,78.85,0.44,1.16,3.03,7.55,87.83,1.87,3.35,6.62,16.04,72.12,,,,,,0.09,1.33,3.93,14.5,80.15,14.32,75.49,9.95,0.23,,22.93,67.63,8.65,0.8,,27.21,68.3,4.5,,,35.47,61.23,3.3,0,,98.37,1.63,,,,96.6,3.4,,,,99.33,0.67,,,,98.55,1.45,,,
E07000122,Pendle,45189,16937,830,100,617,0.25,0.23,6.18,93.34,1.72,4.43,35.47,58.37,2.08,2.98,6.74,88.2,3.73,7.59,31.2,57.47,,,14,86,2.92,5.35,29.82,61.91,0,32.41,67.59,,,0.46,59.18,40.37,,,0.23,34.26,65.51,,,0.96,56.27,42.77,,,,11,89,,,0.97,48.14,50.89,,,0.04,0.14,0.1,0.91,98.82,0.44,0.95,1.79,11.09,85.72,0.51,1.07,1.86,5.86,90.7,,1.45,4.58,19.76,74.22,,,,10,90,,1.46,3.89,17.34,77.31,,0.01,0.06,0.24,99.69,0.25,0.4,1.09,8.17,90.1,0.05,0.4,1.18,2.36,96.02,,0.12,2.17,12.17,85.54,,,,1,99,,0.16,2.11,9.56,88.17,3.12,13.6,27.5,40.67,15.11,6.91,11.32,23.71,39.68,18.38,15.59,33.43,27.94,20.8,2.23,17.38,36.09,25.22,18.01,3.3,10.4,73.4,16.2,,,16.07,50.67,33.2,0.06,,47.47,49.81,2.72,,,56.27,34.65,9.09,,
S12000048,Perth and Kinross,81906,538391,11948,524,8223,0.5,0.72,7.24,91.54,4.15,6,32.9,56.95,23.84,7.77,19.3,49.09,9.53,12.14,34.86,43.46,0.19,1.34,14.12,84.35,5.36,10.2,34.95,49.48,0.16,27.39,72.45,,,0.8,52.74,46.46,,,14.18,53.53,32.29,,,3.43,57.52,39.05,,,,40.27,59.73,,,2.46,52.39,45.15,,,0.1,0.15,0.36,1.97,97.42,0.79,1.69,4.31,11.38,81.83,15.49,6.15,6.56,10.79,61.02,2.08,4.07,9.27,20.77,63.82,,,0.76,5.34,93.89,0.64,2.32,7.98,18.13,70.92,0.06,0.12,0.15,1.24,98.43,0.27,0.72,2.97,7.17,88.87,10.98,7.42,6.92,11.09,63.59,0.74,2.54,6.23,18.77,71.72,,,0.19,3.24,96.56,0.09,1.05,4.66,14.96,79.25,8.92,19.36,41.68,29.44,0.6,60.37,21.59,13.3,4.17,0.57,15.21,25.3,49.77,9.71,,69.32,20,9.65,1.03,0,31.02,62.96,6.02,,,83.5,13.93,2.57,,,45.55,50.37,4.07,,,89.96,8.29,1.75,,
E06000031,Peterborough,96495,34328,2168,17,1520,0,0,6.47,93.53,1.25,4.55,36.28,57.92,0.36,0.73,9.5,89.41,2.86,6.69,29.01,61.44,,,35.29,64.71,0.26,2.3,29.14,68.29,,67.69,32.31,,,0,90.07,9.92,,,,40.26,59.74,,,,74.77,25.23,,,,100,,,,,76.58,23.42,,,,0,,0,100,0.03,0.34,2.53,5.7,91.4,,0.26,0.27,0.53,98.94,0.65,1.11,3.41,10.1,84.73,,,,,100,,0.39,1.05,6.91,91.64,,,0,0,100,,0.03,1.84,4.42,93.7,,,0.41,0.37,99.22,,0.74,1.8,6.09,91.37,,,,,100,,,0.99,4.01,95,0.75,5.26,14.51,74.67,4.82,3.11,10.49,41.67,41.1,3.62,1.99,7.11,53.01,37.55,0.34,9.49,19.15,55.65,15.05,0.66,3.63,53.32,43.05,,,19.42,55.74,24.84,,,9.12,60.01,30.87,,,50.04,35.47,14.48,,
E06000026,Plymouth,128356,8009,934,,547,,0,0.85,99.14,0.02,0.35,17.87,81.77,0.01,0.05,2.4,97.54,0.43,1.39,17.99,80.19,,,,,0.18,1.28,19.56,78.98,,27.72,72.28,,,0.01,66.46,33.53,,,,29,71,,,0.11,70.56,29.34,,,,,,,,,74.22,25.78,,,,,,0.03,99.97,,0,0.04,1.9,98.05,,0.05,0.26,0.52,99.16,,0.21,0.21,4.6,94.97,,,,,,,,0.37,4.39,95.25,,,,0.01,99.99,,,0.01,0.82,99.17,,,0.02,0.39,99.59,,,0.21,2.03,97.75,,,,,,,,0.18,2.38,97.44,0.14,1.86,14.73,62.31,20.97,0.31,2.96,21.71,59.42,15.59,1.79,19.48,32.87,32.54,13.31,3.78,23.42,35.25,29.37,8.18,9.13,90.87,,,,14.58,85.42,,,,34.13,65.87,,,,41.67,58.33,,,
E06000044,Portsmouth,95489,4065,702,132,667,,,0.57,99.43,,0.04,24.85,75.11,,,0.62,99.38,,,14.81,85.19,,,22.73,77.27,,,18.29,81.71,,73.38,26.62,,,,94.51,5.49,,,,74.05,25.95,,,,88.32,11.68,,,,96.97,3.03,,,,89.81,10.19,,,,,,,100,,,,0.1,99.9,,,,,100,,,,,100,,,,4.55,95.45,,,,0.9,99.1,,,,,100,,,,0.07,99.93,,,,,100,,,,,100,,,,3.79,96.21,,,,0.75,99.25,,,1.26,30.17,68.57,,,1.28,33.43,65.29,,0.33,18.93,43.01,37.73,,0.49,17.2,44.75,37.56,,3.73,96.21,0.06,,,7.48,90.11,2.41,,4.95,11.44,83.6,0.01,,6.13,24.06,69.32,0.49,
W06000023,Powys,71341,519504,15701,,8316,2.52,3.75,11.39,82.34,8.61,10.98,23.29,57.12,15.01,10.48,16.99,57.52,16.9,14.09,25.22,43.79,,,,,9.48,11.64,28.13,50.76,2.63,59.48,37.89,,,7.36,71.1,21.54,,,11.44,57.07,31.49,,,17.48,61.23,21.29,,,,,,,,9.03,67.21,23.76,,,0.72,1.5,2.23,3.89,91.67,4.02,3.86,7.15,12.04,72.93,5.43,6.83,7.41,10.68,69.65,7.59,8.99,10.58,16.44,56.4,,,,,,2.96,7.41,9.26,15.36,65.02,0.38,1,1.54,3.89,93.19,2.52,3.12,4.98,11.96,77.42,3.27,5.36,6.02,11.41,73.95,4.73,7.74,8.73,16,62.81,,,,,,1.31,5.66,7.55,13.84,71.63,35.06,41.99,22.95,0,,65,26.74,8.25,0.02,,42.89,46.46,10.65,,,73.22,23.13,3.65,,,97.29,2.57,0.14,,,98.15,1.77,0.08,,,99.4,0.6,,,,98.98,1.02,,,
E07000123,Preston,74032,14232,971,271,699,0.03,0.02,4.35,95.6,0.76,1.98,30.17,67.09,1.92,1.42,9.96,86.71,1.34,3.5,36.66,58.5,,0.37,27.68,71.96,0.29,2,31.19,66.52,0.02,53.62,46.37,,,0.04,83.11,16.85,,,0.67,35.17,64.16,,,,73.53,26.47,,,,39.85,60.15,,,,63.66,36.34,,,0.01,0.01,0.01,0.01,99.95,0.06,0.26,0.89,7.2,91.59,0.51,0.7,0.66,1.81,96.31,,0.1,1.24,11.64,87.02,,,0.37,22.51,77.12,,,0.43,14.02,85.55,0.01,0.01,0.01,0.01,99.96,0.03,0.05,0.41,3.45,96.06,0.32,0.41,0.69,0.92,97.66,,,0.1,5.97,93.92,,,,8.12,91.88,,,,6.58,93.42,0.06,0.43,7.39,57.17,34.94,3.52,3.07,17.11,46.61,29.69,0.36,16.25,33.55,34.99,14.86,9.82,20.64,30.89,29.94,8.72,0.12,4.79,95.09,,,5.35,20.71,73.93,,,1.87,35.39,62.74,,,21.91,38.95,39.14,,
E06000038,Reading,79181,4032,532,22,445,,,0.03,99.97,,0.14,15.79,84.07,,,0.12,99.88,,,11.28,88.72,,,,100,,,11.24,88.76,,14.32,85.68,,,,67.57,32.43,,,,15.33,84.67,,,,64.66,35.34,,,,95.45,4.55,,,,62.02,37.98,,,,,,,100,,,0.11,1.71,98.18,,,,,100,,,,0.56,99.44,,,,,100,,,,0.67,99.33,,,,,100,,,,0.92,99.08,,,,,100,,,,0.38,99.62,,,,,100,,,,0.45,99.55,,0.06,2.18,32.27,65.49,,0.02,2.03,33.18,64.76,,1.71,15.52,34.51,48.26,,1.51,13.62,36.09,48.78,,99.9,0.1,,,,99.78,0.22,,,1.8,98.2,,,,2.23,97.77,,,
E09000026,Redbridge,113282,5641,775,75,747,,,0.57,99.43,0.08,2.5,20.31,77.11,,0.02,3.47,96.51,0.39,3.1,19.61,76.9,,,10.67,89.33,0.27,3.08,17.54,79.12,,95.45,4.55,,,0.01,98.54,1.45,,,,91.67,8.33,,,,99.23,0.77,,,,100,,,,,99.2,0.8,,,,,,0.14,99.86,,0.04,0.43,1.79,97.75,,,,1.38,98.62,,0.39,1.16,4,94.45,,,,,100,,0.4,1.2,3.48,94.91,,,,0.08,99.92,,,0.2,1.23,98.56,,,,1.22,98.78,,,0.9,1.55,97.55,,,,,100,,,0.94,1.61,97.46,,,,2.76,97.24,,0.12,0.32,2.68,96.88,,0.02,0.39,39.71,59.88,,0.96,1.86,36.66,60.52,,,0.01,99.99,,,0.41,0.44,99.15,,,0.27,2.87,96.86,,0.05,2.22,5.55,92.18,
