Location,Technology,Coverage type,Rurality,MNO,Coverage percentage,Coverage volume,Date
UK,4G,Premises (Indoor),Total,All,88.31,28574561,Jul-25
UK,4G,Premises (Indoor),Total,At least one,99.62,32232446,Jul-25
UK,4G,Premises (Indoor),Total,EE,96.60,31256514,Jul-25
UK,4G,Premises (Indoor),Total,None,0.38,123462,Jul-25
UK,4G,Premises (Indoor),Total,O2,95.40,30866003,Jul-25
UK,4G,Premises (Indoor),Total,Three,94.27,30501974,Jul-25
UK,4G,Premises (Indoor),Total,Vodafone,96.67,31279054,Jul-25
UK,4G,Premises (Indoor),Urban,All,93.55,25822102,Jul-25
UK,4G,Premises (Indoor),Urban,At least one,99.98,27595610,Jul-25
UK,4G,Premises (Indoor),Urban,EE,98.70,27241432,Jul-25
UK,4G,Premises (Indoor),Urban,None,0.02,5648,Jul-25
UK,4G,Premises (Indoor),Urban,O2,97.75,26980169,Jul-25
UK,4G,Premises (Indoor),Urban,Three,97.02,26778568,Jul-25
UK,4G,Premises (Indoor),Urban,Vodafone,98.89,27294374,Jul-25
UK,4G,Premises (Indoor),Rural,All,57.89,2752459,Jul-25
UK,4G,Premises (Indoor),Rural,At least one,97.52,4636836,Jul-25
UK,4G,Premises (Indoor),Rural,EE,84.45,4015082,Jul-25
UK,4G,Premises (Indoor),Rural,None,2.48,117814,Jul-25
UK,4G,Premises (Indoor),Rural,O2,81.73,3885834,Jul-25
UK,4G,Premises (Indoor),Rural,Three,78.31,3723406,Jul-25
UK,4G,Premises (Indoor),Rural,Vodafone,83.81,3984680,Jul-25
UK,4G,Premises (Outdoor),Total,All,98.87,31989231,Jul-25
UK,4G,Premises (Outdoor),Total,At least one,99.97,32347002,Jul-25
UK,4G,Premises (Outdoor),Total,EE,99.72,32265215,Jul-25
UK,4G,Premises (Outdoor),Total,None,0.03,8906,Jul-25
UK,4G,Premises (Outdoor),Total,O2,99.60,32226951,Jul-25
UK,4G,Premises (Outdoor),Total,Three,99.45,32176980,Jul-25
UK,4G,Premises (Outdoor),Total,Vodafone,99.69,32256801,Jul-25
UK,4G,Premises (Outdoor),Urban,All,99.77,27538328,Jul-25
UK,4G,Premises (Outdoor),Urban,At least one,100.00,27601219,Jul-25
UK,4G,Premises (Outdoor),Urban,EE,99.97,27593557,Jul-25
UK,4G,Premises (Outdoor),Urban,None,0.00,39,Jul-25
UK,4G,Premises (Outdoor),Urban,O2,99.96,27589108,Jul-25
UK,4G,Premises (Outdoor),Urban,Three,99.85,27559334,Jul-25
UK,4G,Premises (Outdoor),Urban,Vodafone,99.98,27596463,Jul-25
UK,4G,Premises (Outdoor),Rural,All,93.61,4450903,Jul-25
UK,4G,Premises (Outdoor),Rural,At least one,99.81,4745783,Jul-25
UK,4G,Premises (Outdoor),Rural,EE,98.25,4671658,Jul-25
UK,4G,Premises (Outdoor),Rural,None,0.19,8867,Jul-25
UK,4G,Premises (Outdoor),Rural,O2,97.54,4637843,Jul-25
UK,4G,Premises (Outdoor),Rural,Three,97.12,4617646,Jul-25
UK,4G,Premises (Outdoor),Rural,Vodafone,98.02,4660338,Jul-25
UK,4G,Geographic,Total,All,81.20,19759995,Jul-25
UK,4G,Geographic,Total,At least one,95.75,23301281,Jul-25
UK,4G,Geographic,Total,EE,89.77,21845919,Jul-25
UK,4G,Geographic,Total,None,4.25,1033219,Jul-25
UK,4G,Geographic,Total,O2,88.67,21578581,Jul-25
UK,4G,Geographic,Total,Three,89.87,21870159,Jul-25
UK,4G,Geographic,Total,Vodafone,90.09,21922368,Jul-25
UK,4G,Geographic,Urban,All,98.15,2721623,Jul-25
UK,4G,Geographic,Urban,At least one,99.91,2770454,Jul-25
UK,4G,Geographic,Urban,EE,99.17,2749952,Jul-25
UK,4G,Geographic,Urban,None,0.09,2591,Jul-25
UK,4G,Geographic,Urban,O2,99.14,2749066,Jul-25
UK,4G,Geographic,Urban,Three,99.42,2756827,Jul-25
UK,4G,Geographic,Urban,Vodafone,99.60,2761968,Jul-25
UK,4G,Geographic,Rural,All,79.02,17038372,Jul-25
UK,4G,Geographic,Rural,At least one,95.22,20530827,Jul-25
UK,4G,Geographic,Rural,EE,88.57,19095967,Jul-25
UK,4G,Geographic,Rural,None,4.78,1030628,Jul-25
UK,4G,Geographic,Rural,O2,87.33,18829515,Jul-25
UK,4G,Geographic,Rural,Three,88.65,19113332,Jul-25
UK,4G,Geographic,Rural,Vodafone,88.86,19160400,Jul-25
UK,5G High Confidence,Premises (Outdoor),Total,All,46.81,15146929,Jul-25
UK,5G High Confidence,Premises (Outdoor),Total,At least one,97.00,31385642,Jul-25
UK,5G High Confidence,Premises (Outdoor),Total,EE,89.22,28868298,Jul-25
UK,5G High Confidence,Premises (Outdoor),Total,None,3.00,970266,Jul-25
UK,5G High Confidence,Premises (Outdoor),Total,O2,75.76,24514402,Jul-25
UK,5G High Confidence,Premises (Outdoor),Total,Three,70.82,22915783,Jul-25
UK,5G High Confidence,Premises (Outdoor),Total,Vodafone,64.07,20730090,Jul-25
UK,5G High Confidence,Premises (Outdoor),Urban,All,53.26,14701250,Jul-25
UK,5G High Confidence,Premises (Outdoor),Urban,At least one,99.11,27354567,Jul-25
UK,5G High Confidence,Premises (Outdoor),Urban,EE,93.10,25696593,Jul-25
UK,5G High Confidence,Premises (Outdoor),Urban,None,0.89,246691,Jul-25
UK,5G High Confidence,Premises (Outdoor),Urban,O2,79.63,21980026,Jul-25
UK,5G High Confidence,Premises (Outdoor),Urban,Three,77.73,21454438,Jul-25
UK,5G High Confidence,Premises (Outdoor),Urban,Vodafone,70.62,19490996,Jul-25
UK,5G High Confidence,Premises (Outdoor),Rural,All,9.37,445679,Jul-25
UK,5G High Confidence,Premises (Outdoor),Rural,At least one,84.78,4031075,Jul-25
UK,5G High Confidence,Premises (Outdoor),Rural,EE,66.71,3171705,Jul-25
UK,5G High Confidence,Premises (Outdoor),Rural,None,15.22,723575,Jul-25
UK,5G High Confidence,Premises (Outdoor),Rural,O2,53.30,2534376,Jul-25
UK,5G High Confidence,Premises (Outdoor),Rural,Three,30.74,1461345,Jul-25
UK,5G High Confidence,Premises (Outdoor),Rural,Vodafone,26.06,1239094,Jul-25
UK,5G High Confidence,Geographic,Total,All,6.84,1664160,Jul-25
UK,5G High Confidence,Geographic,Total,At least one,65.19,15864069,Jul-25
UK,5G High Confidence,Geographic,Total,EE,49.42,12025701,Jul-25
UK,5G High Confidence,Geographic,Total,None,34.81,8470431,Jul-25
UK,5G High Confidence,Geographic,Total,O2,40.03,9740012,Jul-25
UK,5G High Confidence,Geographic,Total,Three,23.01,5599488,Jul-25
UK,5G High Confidence,Geographic,Total,Vodafone,17.03,4143249,Jul-25
UK,5G High Confidence,Geographic,Urban,All,35.17,975408,Jul-25
UK,5G High Confidence,Geographic,Urban,At least one,97.40,2700958,Jul-25
UK,5G High Confidence,Geographic,Urban,EE,87.39,2423248,Jul-25
UK,5G High Confidence,Geographic,Urban,None,2.60,72087,Jul-25
UK,5G High Confidence,Geographic,Urban,O2,73.10,2026976,Jul-25
UK,5G High Confidence,Geographic,Urban,Three,63.77,1768349,Jul-25
UK,5G High Confidence,Geographic,Urban,Vodafone,53.92,1495171,Jul-25
UK,5G High Confidence,Geographic,Rural,All,3.19,688752,Jul-25
UK,5G High Confidence,Geographic,Rural,At least one,61.05,13163111,Jul-25
UK,5G High Confidence,Geographic,Rural,EE,44.54,9602453,Jul-25
UK,5G High Confidence,Geographic,Rural,None,38.95,8398344,Jul-25
UK,5G High Confidence,Geographic,Rural,O2,35.77,7713036,Jul-25
UK,5G High Confidence,Geographic,Rural,Three,17.77,3831139,Jul-25
UK,5G High Confidence,Geographic,Rural,Vodafone,12.28,2648078,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Total,All,23.92,7739041,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Total,At least one,93.91,30384319,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Total,EE,85.85,27776103,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Total,None,6.09,1971589,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Total,O2,69.51,22490842,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Total,Three,39.26,12703405,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Total,Vodafone,51.38,16624771,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Urban,All,27.62,7623909,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Urban,At least one,97.57,26931406,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Urban,EE,90.85,25075781,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Urban,None,2.43,669852,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Urban,O2,74.59,20586630,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Urban,Three,43.90,12117473,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Urban,Vodafone,58.01,16010213,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Rural,All,2.42,115132,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Rural,At least one,72.62,3452913,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Rural,EE,56.79,2700322,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Rural,None,27.38,1301737,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Rural,O2,40.05,1904212,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Rural,Three,12.32,585932,Jul-25
UK,5G Very High Confidence,Premises (Outdoor),Rural,Vodafone,12.93,614558,Jul-25
UK,5G Very High Confidence,Geographic,Total,All,2.39,582243,Jul-25
UK,5G Very High Confidence,Geographic,Total,At least one,53.79,13090646,Jul-25
UK,5G Very High Confidence,Geographic,Total,EE,41.75,10159803,Jul-25
UK,5G Very High Confidence,Geographic,Total,None,46.21,11243854,Jul-25
UK,5G Very High Confidence,Geographic,Total,O2,29.23,7112735,Jul-25
UK,5G Very High Confidence,Geographic,Total,Three,9.74,2371133,Jul-25
UK,5G Very High Confidence,Geographic,Total,Vodafone,8.81,2143266,Jul-25
UK,5G Very High Confidence,Geographic,Urban,All,15.93,441638,Jul-25
UK,5G Very High Confidence,Geographic,Urban,At least one,93.31,2587454,Jul-25
UK,5G Very High Confidence,Geographic,Urban,EE,82.33,2283182,Jul-25
UK,5G Very High Confidence,Geographic,Urban,None,6.69,185591,Jul-25
UK,5G Very High Confidence,Geographic,Urban,O2,65.17,1807273,Jul-25
UK,5G Very High Confidence,Geographic,Urban,Three,33.35,924911,Jul-25
UK,5G Very High Confidence,Geographic,Urban,Vodafone,39.23,1088004,Jul-25
UK,5G Very High Confidence,Geographic,Rural,All,0.65,140605,Jul-25
UK,5G Very High Confidence,Geographic,Rural,At least one,48.71,10503192,Jul-25
UK,5G Very High Confidence,Geographic,Rural,EE,36.53,7876621,Jul-25
UK,5G Very High Confidence,Geographic,Rural,None,51.29,11058263,Jul-25
UK,5G Very High Confidence,Geographic,Rural,O2,24.61,5305462,Jul-25
UK,5G Very High Confidence,Geographic,Rural,Three,6.71,1446222,Jul-25
UK,5G Very High Confidence,Geographic,Rural,Vodafone,4.89,1055262,Jul-25
UK,5G SA High Confidence,Premises (Outdoor),Total,At least one,82.93,26833614,Jul-25
UK,5G SA High Confidence,Premises (Outdoor),Total,EE,46.51,15049160,Jul-25
UK,5G SA High Confidence,Premises (Outdoor),Total,None,17.07,5522294,Jul-25
UK,5G SA High Confidence,Premises (Outdoor),Total,O2,64.70,20935731,Jul-25
UK,5G SA High Confidence,Premises (Outdoor),Total,Vodafone,49.20,15918099,Jul-25
UK,5G SA High Confidence,Premises (Outdoor),Urban,At least one,87.79,24230720,Jul-25
UK,5G SA High Confidence,Premises (Outdoor),Urban,EE,52.36,14453339,Jul-25
UK,5G SA High Confidence,Premises (Outdoor),Urban,None,12.21,3370538,Jul-25
UK,5G SA High Confidence,Premises (Outdoor),Urban,O2,68.71,18964149,Jul-25
UK,5G SA High Confidence,Premises (Outdoor),Urban,Vodafone,54.69,15095763,Jul-25
UK,5G SA High Confidence,Premises (Outdoor),Rural,At least one,54.74,2602894,Jul-25
UK,5G SA High Confidence,Premises (Outdoor),Rural,EE,12.53,595821,Jul-25
UK,5G SA High Confidence,Premises (Outdoor),Rural,None,45.26,2151756,Jul-25
UK,5G SA High Confidence,Premises (Outdoor),Rural,O2,41.47,1971582,Jul-25
UK,5G SA High Confidence,Premises (Outdoor),Rural,Vodafone,17.30,822336,Jul-25
UK,5G SA High Confidence,Geographic,Total,At least one,39.92,9714022,Jul-25
UK,5G SA High Confidence,Geographic,Total,EE,9.09,2212291,Jul-25
UK,5G SA High Confidence,Geographic,Total,None,60.08,14620478,Jul-25
UK,5G SA High Confidence,Geographic,Total,O2,31.79,7737067,Jul-25
UK,5G SA High Confidence,Geographic,Total,Vodafone,11.75,2860344,Jul-25
UK,5G SA High Confidence,Geographic,Urban,At least one,80.93,2244329,Jul-25
UK,5G SA High Confidence,Geographic,Urban,EE,37.99,1053438,Jul-25
UK,5G SA High Confidence,Geographic,Urban,None,19.07,528716,Jul-25
UK,5G SA High Confidence,Geographic,Urban,O2,61.80,1713790,Jul-25
UK,5G SA High Confidence,Geographic,Urban,Vodafone,37.93,1051823,Jul-25
UK,5G SA High Confidence,Geographic,Rural,At least one,34.64,7469693,Jul-25
UK,5G SA High Confidence,Geographic,Rural,EE,5.37,1158853,Jul-25
UK,5G SA High Confidence,Geographic,Rural,None,65.36,14091762,Jul-25
UK,5G SA High Confidence,Geographic,Rural,O2,27.94,6023277,Jul-25
UK,5G SA High Confidence,Geographic,Rural,Vodafone,8.39,1808521,Jul-25
UK,5G SA Very High Confidence,Premises (Outdoor),Total,At least one,73.77,23867684,Jul-25
UK,5G SA Very High Confidence,Premises (Outdoor),Total,EE,43.89,14201557,Jul-25
UK,5G SA Very High Confidence,Premises (Outdoor),Total,None,26.23,8488224,Jul-25
UK,5G SA Very High Confidence,Premises (Outdoor),Total,O2,55.14,17841401,Jul-25
UK,5G SA Very High Confidence,Premises (Outdoor),Total,Vodafone,39.73,12856266,Jul-25
UK,5G SA Very High Confidence,Premises (Outdoor),Urban,At least one,80.30,22164661,Jul-25
UK,5G SA Very High Confidence,Premises (Outdoor),Urban,EE,49.86,13762713,Jul-25
UK,5G SA Very High Confidence,Premises (Outdoor),Urban,None,19.70,5436597,Jul-25
UK,5G SA Very High Confidence,Premises (Outdoor),Urban,O2,60.22,16622472,Jul-25
UK,5G SA Very High Confidence,Premises (Outdoor),Urban,Vodafone,45.01,12422289,Jul-25
UK,5G SA Very High Confidence,Premises (Outdoor),Rural,At least one,35.82,1703023,Jul-25
UK,5G SA Very High Confidence,Premises (Outdoor),Rural,EE,9.23,438844,Jul-25
UK,5G SA Very High Confidence,Premises (Outdoor),Rural,None,64.18,3051627,Jul-25
UK,5G SA Very High Confidence,Premises (Outdoor),Rural,O2,25.64,1218929,Jul-25
UK,5G SA Very High Confidence,Premises (Outdoor),Rural,Vodafone,9.13,433977,Jul-25
UK,5G SA Very High Confidence,Geographic,Total,At least one,26.03,6335470,Jul-25
UK,5G SA Very High Confidence,Geographic,Total,EE,7.05,1716537,Jul-25
UK,5G SA Very High Confidence,Geographic,Total,None,73.97,17999030,Jul-25
UK,5G SA Very High Confidence,Geographic,Total,O2,20.09,4888472,Jul-25
UK,5G SA Very High Confidence,Geographic,Total,Vodafone,6.30,1534115,Jul-25
UK,5G SA Very High Confidence,Geographic,Urban,At least one,68.78,1907367,Jul-25
UK,5G SA Very High Confidence,Geographic,Urban,EE,33.82,937758,Jul-25
UK,5G SA Very High Confidence,Geographic,Urban,None,31.22,865678,Jul-25
UK,5G SA Very High Confidence,Geographic,Urban,O2,49.63,1376146,Jul-25
UK,5G SA Very High Confidence,Geographic,Urban,Vodafone,28.01,776785,Jul-25
UK,5G SA Very High Confidence,Geographic,Rural,At least one,20.54,4428103,Jul-25
UK,5G SA Very High Confidence,Geographic,Rural,EE,3.61,778779,Jul-25
UK,5G SA Very High Confidence,Geographic,Rural,None,79.46,17133352,Jul-25
UK,5G SA Very High Confidence,Geographic,Rural,O2,16.29,3512326,Jul-25
UK,5G SA Very High Confidence,Geographic,Rural,Vodafone,3.51,757330,Jul-25
England,4G,Premises (Indoor),Total,All,89.01,24015678,Jul-25
England,4G,Premises (Indoor),Total,At least one,99.67,26892280,Jul-25
England,4G,Premises (Indoor),Total,EE,97.04,26180882,Jul-25
England,4G,Premises (Indoor),Total,None,0.33,88015,Jul-25
England,4G,Premises (Indoor),Total,O2,95.60,25792972,Jul-25
England,4G,Premises (Indoor),Total,Three,94.60,25524594,Jul-25
England,4G,Premises (Indoor),Total,Vodafone,96.86,26134235,Jul-25
England,4G,Premises (Indoor),Urban,All,93.85,22005687,Jul-25
England,4G,Premises (Indoor),Urban,At least one,99.98,23443238,Jul-25
England,4G,Premises (Indoor),Urban,EE,98.84,23176587,Jul-25
England,4G,Premises (Indoor),Urban,None,0.02,4409,Jul-25
England,4G,Premises (Indoor),Urban,O2,97.75,22920033,Jul-25
England,4G,Premises (Indoor),Urban,Three,97.25,22802047,Jul-25
England,4G,Premises (Indoor),Urban,Vodafone,98.86,23179956,Jul-25
England,4G,Premises (Indoor),Rural,All,56.90,2009991,Jul-25
England,4G,Premises (Indoor),Rural,At least one,97.63,3449042,Jul-25
England,4G,Premises (Indoor),Rural,EE,85.04,3004295,Jul-25
England,4G,Premises (Indoor),Rural,None,2.37,83606,Jul-25
England,4G,Premises (Indoor),Rural,O2,81.33,2872939,Jul-25
England,4G,Premises (Indoor),Rural,Three,77.07,2722547,Jul-25
England,4G,Premises (Indoor),Rural,Vodafone,83.63,2954279,Jul-25
England,4G,Premises (Outdoor),Total,All,99.07,26729369,Jul-25
England,4G,Premises (Outdoor),Total,At least one,99.98,26975960,Jul-25
England,4G,Premises (Outdoor),Total,EE,99.80,26926166,Jul-25
England,4G,Premises (Outdoor),Total,None,0.02,4335,Jul-25
England,4G,Premises (Outdoor),Total,O2,99.69,26897882,Jul-25
England,4G,Premises (Outdoor),Total,Three,99.53,26853157,Jul-25
England,4G,Premises (Outdoor),Total,Vodafone,99.77,26917143,Jul-25
England,4G,Premises (Outdoor),Urban,All,99.80,23401811,Jul-25
England,4G,Premises (Outdoor),Urban,At least one,100.00,23447638,Jul-25
England,4G,Premises (Outdoor),Urban,EE,99.98,23442296,Jul-25
England,4G,Premises (Outdoor),Urban,None,0.00,9,Jul-25
England,4G,Premises (Outdoor),Urban,O2,99.96,23439094,Jul-25
England,4G,Premises (Outdoor),Urban,Three,99.87,23417312,Jul-25
England,4G,Premises (Outdoor),Urban,Vodafone,99.98,23444082,Jul-25
England,4G,Premises (Outdoor),Rural,All,94.19,3327558,Jul-25
England,4G,Premises (Outdoor),Rural,At least one,99.88,3528322,Jul-25
England,4G,Premises (Outdoor),Rural,EE,98.62,3483870,Jul-25
England,4G,Premises (Outdoor),Rural,None,0.12,4326,Jul-25
England,4G,Premises (Outdoor),Rural,O2,97.91,3458788,Jul-25
England,4G,Premises (Outdoor),Rural,Three,97.26,3435845,Jul-25
England,4G,Premises (Outdoor),Rural,Vodafone,98.31,3473061,Jul-25
England,4G,Geographic,Total,All,90.13,11756384,Jul-25
England,4G,Geographic,Total,At least one,98.87,12897162,Jul-25
England,4G,Geographic,Total,EE,95.68,12481461,Jul-25
England,4G,Geographic,Total,None,1.13,147257,Jul-25
England,4G,Geographic,Total,O2,94.55,12333714,Jul-25
England,4G,Geographic,Total,Three,95.84,12502267,Jul-25
England,4G,Geographic,Total,Vodafone,95.59,12468816,Jul-25
England,4G,Geographic,Urban,All,98.61,2236685,Jul-25
England,4G,Geographic,Urban,At least one,99.98,2267778,Jul-25
England,4G,Geographic,Urban,EE,99.37,2254069,Jul-25
England,4G,Geographic,Urban,None,0.02,524,Jul-25
England,4G,Geographic,Urban,O2,99.44,2255500,Jul-25
England,4G,Geographic,Urban,Three,99.63,2259855,Jul-25
England,4G,Geographic,Urban,Vodafone,99.80,2263875,Jul-25
England,4G,Geographic,Rural,All,88.34,9519699,Jul-25
England,4G,Geographic,Rural,At least one,98.64,10629384,Jul-25
England,4G,Geographic,Rural,EE,94.91,10227392,Jul-25
England,4G,Geographic,Rural,None,1.36,146733,Jul-25
England,4G,Geographic,Rural,O2,93.52,10078214,Jul-25
England,4G,Geographic,Rural,Three,95.05,10242412,Jul-25
England,4G,Geographic,Rural,Vodafone,94.70,10204941,Jul-25
England,5G High Confidence,Premises (Outdoor),Total,All,49.85,13450690,Jul-25
England,5G High Confidence,Premises (Outdoor),Total,At least one,97.73,26366988,Jul-25
England,5G High Confidence,Premises (Outdoor),Total,EE,90.66,24460615,Jul-25
England,5G High Confidence,Premises (Outdoor),Total,None,2.27,613307,Jul-25
England,5G High Confidence,Premises (Outdoor),Total,O2,78.93,21295960,Jul-25
England,5G High Confidence,Premises (Outdoor),Total,Three,73.48,19826400,Jul-25
England,5G High Confidence,Premises (Outdoor),Total,Vodafone,67.33,18165844,Jul-25
England,5G High Confidence,Premises (Outdoor),Urban,All,55.77,13075731,Jul-25
England,5G High Confidence,Premises (Outdoor),Urban,At least one,99.28,23279512,Jul-25
England,5G High Confidence,Premises (Outdoor),Urban,EE,93.84,22002365,Jul-25
England,5G High Confidence,Premises (Outdoor),Urban,None,0.72,168135,Jul-25
England,5G High Confidence,Premises (Outdoor),Urban,O2,82.22,19278048,Jul-25
England,5G High Confidence,Premises (Outdoor),Urban,Three,79.58,18658975,Jul-25
England,5G High Confidence,Premises (Outdoor),Urban,Vodafone,73.10,17140700,Jul-25
England,5G High Confidence,Premises (Outdoor),Rural,All,10.61,374959,Jul-25
England,5G High Confidence,Premises (Outdoor),Rural,At least one,87.40,3087476,Jul-25
England,5G High Confidence,Premises (Outdoor),Rural,EE,69.59,2458250,Jul-25
England,5G High Confidence,Premises (Outdoor),Rural,None,12.60,445172,Jul-25
England,5G High Confidence,Premises (Outdoor),Rural,O2,57.12,2017912,Jul-25
England,5G High Confidence,Premises (Outdoor),Rural,Three,33.05,1167425,Jul-25
England,5G High Confidence,Premises (Outdoor),Rural,Vodafone,29.02,1025144,Jul-25
England,5G High Confidence,Geographic,Total,All,10.97,1431228,Jul-25
England,5G High Confidence,Geographic,Total,At least one,81.41,10619827,Jul-25
England,5G High Confidence,Geographic,Total,EE,65.87,8591781,Jul-25
England,5G High Confidence,Geographic,Total,None,18.59,2424592,Jul-25
England,5G High Confidence,Geographic,Total,O2,53.19,6938402,Jul-25
England,5G High Confidence,Geographic,Total,Three,31.63,4126522,Jul-25
England,5G High Confidence,Geographic,Total,Vodafone,25.64,3344043,Jul-25
England,5G High Confidence,Geographic,Urban,All,38.14,865237,Jul-25
England,5G High Confidence,Geographic,Urban,At least one,97.95,2221828,Jul-25
England,5G High Confidence,Geographic,Urban,EE,88.57,2008942,Jul-25
England,5G High Confidence,Geographic,Urban,None,2.05,46474,Jul-25
England,5G High Confidence,Geographic,Urban,O2,77.65,1761416,Jul-25
England,5G High Confidence,Geographic,Urban,Three,66.05,1498294,Jul-25
England,5G High Confidence,Geographic,Urban,Vodafone,57.71,1309135,Jul-25
England,5G High Confidence,Geographic,Rural,All,5.25,565991,Jul-25
England,5G High Confidence,Geographic,Rural,At least one,77.93,8397999,Jul-25
England,5G High Confidence,Geographic,Rural,EE,61.09,6582839,Jul-25
England,5G High Confidence,Geographic,Rural,None,22.07,2378118,Jul-25
England,5G High Confidence,Geographic,Rural,O2,48.04,5176986,Jul-25
England,5G High Confidence,Geographic,Rural,Three,24.39,2628228,Jul-25
England,5G High Confidence,Geographic,Rural,Vodafone,18.88,2034908,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Total,All,25.53,6888371,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Total,At least one,94.86,25594854,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Total,EE,87.49,23605971,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Total,None,5.14,1385441,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Total,O2,72.47,19552147,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Total,Three,40.83,11016951,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Total,Vodafone,54.50,14703873,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Urban,All,28.98,6796162,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Urban,At least one,97.92,22959552,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Urban,EE,91.78,21521153,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Urban,None,2.08,488095,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Urban,O2,77.02,18059815,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Urban,Three,45.06,10566614,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Urban,Vodafone,60.55,14197018,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Rural,All,2.61,92209,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Rural,At least one,74.60,2635302,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Rural,EE,59.02,2084818,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Rural,None,25.40,897346,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Rural,O2,42.24,1492332,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Rural,Three,12.75,450337,Jul-25
England,5G Very High Confidence,Premises (Outdoor),Rural,Vodafone,14.35,506855,Jul-25
England,5G Very High Confidence,Geographic,Total,All,3.88,506493,Jul-25
England,5G Very High Confidence,Geographic,Total,At least one,68.53,8939452,Jul-25
England,5G Very High Confidence,Geographic,Total,EE,55.83,7282851,Jul-25
England,5G Very High Confidence,Geographic,Total,None,31.47,4104967,Jul-25
England,5G Very High Confidence,Geographic,Total,O2,38.72,5050667,Jul-25
England,5G Very High Confidence,Geographic,Total,Three,13.35,1741474,Jul-25
England,5G Very High Confidence,Geographic,Total,Vodafone,13.67,1783469,Jul-25
England,5G Very High Confidence,Geographic,Urban,All,17.23,390756,Jul-25
England,5G Very High Confidence,Geographic,Urban,At least one,94.10,2134446,Jul-25
England,5G Very High Confidence,Geographic,Urban,EE,83.62,1896741,Jul-25
England,5G Very High Confidence,Geographic,Urban,None,5.90,133856,Jul-25
England,5G Very High Confidence,Geographic,Urban,O2,69.04,1566032,Jul-25
England,5G Very High Confidence,Geographic,Urban,Three,34.73,787700,Jul-25
England,5G Very High Confidence,Geographic,Urban,Vodafone,42.35,960579,Jul-25
England,5G Very High Confidence,Geographic,Rural,All,1.07,115737,Jul-25
England,5G Very High Confidence,Geographic,Rural,At least one,63.15,6805006,Jul-25
England,5G Very High Confidence,Geographic,Rural,EE,49.98,5386110,Jul-25
England,5G Very High Confidence,Geographic,Rural,None,36.85,3971111,Jul-25
England,5G Very High Confidence,Geographic,Rural,O2,32.34,3484635,Jul-25
England,5G Very High Confidence,Geographic,Rural,Three,8.85,953774,Jul-25
England,5G Very High Confidence,Geographic,Rural,Vodafone,7.64,822890,Jul-25
England,5G SA High Confidence,Premises (Outdoor),Total,At least one,84.61,22827438,Jul-25
England,5G SA High Confidence,Premises (Outdoor),Total,EE,47.08,12701754,Jul-25
England,5G SA High Confidence,Premises (Outdoor),Total,None,15.39,4152857,Jul-25
England,5G SA High Confidence,Premises (Outdoor),Total,O2,66.99,18073048,Jul-25
England,5G SA High Confidence,Premises (Outdoor),Total,Vodafone,51.63,13928650,Jul-25
England,5G SA High Confidence,Premises (Outdoor),Urban,At least one,88.72,20802207,Jul-25
England,5G SA High Confidence,Premises (Outdoor),Urban,EE,52.28,12257700,Jul-25
England,5G SA High Confidence,Premises (Outdoor),Urban,None,11.28,2645440,Jul-25
England,5G SA High Confidence,Premises (Outdoor),Urban,O2,70.56,16545099,Jul-25
