"Table C2: Number of police recorded crimes for headline offences by Community Safety Partnership area, England and Wales, year ending June 2025 [note 1][note 2][note 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Police recorded crime statistics are published as official statistics, not accredited official statistics",,,,,,,,,,,,,,,,,,,,,,,,,,,,
This worksheet contains one table. Some cells refer to notes which can be found on the notes worksheet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Some shorthand is used in this table.  [x] indicates data are unavailable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link to Notes page,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link to Table of contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Police recorded crime from the Home Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Police Force
Area code","Police Force
Area name","Community Safety
Partnership code","Community Safety
Partnership name",Local Authority code,Local Authority name,"Total recorded crime
 (excluding fraud)",Violence against the person,Homicide,Death or serious injury caused by illegal driving,Violence with injury,Violence without injury,Stalking and harassment,Sexual offences,Robbery,Theft offences,Burglary,Residential burglary,Non-residential burglary,Vehicle offences,Theft from the person,Bicycle theft,Shoplifting,All other theft offences,Criminal damage and arson,Drug offences,Possession of weapons offences,Public order offences,Miscellaneous crimes against society
W15000001,North Wales,W14000001,Isle of Anglesey,W06000001,Isle of Anglesey,"3,805 ","1,903 ",0 ,2 ,443 ,700 ,758 ,180 ,2 ,725 ,122 ,92 ,30 ,69 ,6 ,11 ,238 ,279 ,374 ,174 ,32 ,306 ,109 
W15000001,North Wales,,Unassigned North Wales,,,25 ,7 ,0 ,0 ,0 ,5 ,2 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,8 
W15000001,North Wales,W14000006,Wrexham,W06000006,Wrexham,"11,672 ","5,262 ",1 ,1 ,"1,297 ","2,060 ","1,903 ",495 ,52 ,"2,774 ",420 ,301 ,119 ,326 ,32 ,71 ,"1,107 ",818 ,"1,415 ",312 ,89 ,956 ,317 
E23000009,North Yorkshire ,,,,,"44,831 ","17,905 ",6 ,58 ,"5,588 ","7,971 ","4,282 ","2,071 ",240 ,"14,041 ","2,204 ","1,310 ",894 ,"1,818 ",163 ,977 ,"5,652 ","3,227 ","4,645 ","1,460 ",455 ,"2,975 ","1,039 "
E23000009,North Yorkshire,E22000371,City of York,E06000014,York,"14,460 ","5,210 ",3 ,3 ,"1,678 ","2,445 ","1,081 ",577 ,103 ,"5,427 ",638 ,371 ,267 ,486 ,95 ,743 ,"2,534 ",931 ,"1,399 ",424 ,152 ,947 ,221 
E23000009,North Yorkshire,E22000372,North Yorkshire,E06000065,North Yorkshire,"30,159 ","12,608 ",2 ,16 ,"3,893 ","5,509 ","3,188 ","1,480 ",136 ,"8,546 ","1,559 ",939 ,620 ,"1,327 ",68 ,230 ,"3,072 ","2,290 ","3,236 ","1,024 ",301 ,"2,024 ",804 
E23000009,North Yorkshire,,Unassigned North Yorkshire,,,212 ,87 ,1 ,39 ,17 ,17 ,13 ,14 ,1 ,68 ,7 ,0 ,7 ,5 ,0 ,4 ,46 ,6 ,10 ,12 ,2 ,4 ,14 
E23000022,Northamptonshire,,,,,"59,310 ","23,189 ",8 ,3 ,"6,982 ","8,854 ","7,342 ","3,036 ",771 ,"18,327 ","2,833 ","1,902 ",931 ,"3,485 ",228 ,478 ,"7,065 ","4,238 ","4,790 ","2,897 ","1,031 ","3,853 ","1,416 "
E23000022,Northamptonshire,E22000233,Corby,E06000061,North Northamptonshire,"5,946 ","2,420 ",2 ,0 ,784 ,910 ,724 ,280 ,96 ,"1,709 ",251 ,170 ,81 ,237 ,15 ,55 ,746 ,405 ,546 ,298 ,98 ,347 ,152 
E23000022,Northamptonshire,E22000357,Daventry and South Northamptonshire,E06000062,West Northamptonshire,"7,855 ","3,247 ",0 ,1 ,"1,051 ","1,117 ","1,078 ",420 ,46 ,"2,316 ",545 ,347 ,198 ,648 ,16 ,38 ,301 ,768 ,707 ,290 ,114 ,492 ,223 
E23000022,Northamptonshire,E22000235,East Northamptonshire,E06000061,North Northamptonshire,"5,262 ","2,082 ",0 ,0 ,610 ,756 ,716 ,246 ,33 ,"1,769 ",252 ,149 ,103 ,293 ,10 ,40 ,793 ,381 ,456 ,174 ,79 ,314 ,109 
E23000022,Northamptonshire,E22000236,Kettering,E06000061,North Northamptonshire,"8,277 ","3,567 ",1 ,1 ,"1,013 ","1,400 ","1,152 ",457 ,95 ,"2,028 ",299 ,192 ,107 ,325 ,33 ,53 ,813 ,505 ,676 ,510 ,135 ,606 ,203 
E23000022,Northamptonshire,E22000237,Northampton,E06000062,West Northamptonshire,"24,348 ","9,054 ",4 ,0 ,"2,717 ","3,672 ","2,661 ","1,262 ",405 ,"7,915 ","1,240 ",888 ,352 ,"1,466 ",133 ,229 ,"3,182 ","1,665 ","1,884 ","1,239 ",471 ,"1,627 ",491 
E23000022,Northamptonshire,,Unassigned Northamptonshire,,,320 ,169 ,0 ,0 ,23 ,30 ,116 ,53 ,1 ,35 ,0 ,0 ,0 ,10 ,3 ,1 ,1 ,20 ,3 ,21 ,5 ,12 ,21 
E23000022,Northamptonshire,E22000239,Wellingborough,E06000061,North Northamptonshire,"7,302 ","2,650 ",1 ,1 ,784 ,969 ,895 ,318 ,95 ,"2,555 ",246 ,156 ,90 ,506 ,18 ,62 ,"1,229 ",494 ,518 ,365 ,129 ,455 ,217 
E23000007,Northumbria,,,,,"137,807 ","48,937 ",17 ,15 ,"15,832 ","17,573 ","15,500 ","5,844 ","1,301 ","43,649 ","6,927 ","4,666 ","2,261 ","6,348 ",884 ,"1,090 ","18,468 ","9,932 ","15,091 ","4,788 ","1,485 ","12,816 ","3,896 "
E23000007,Northumbria,E22000244,Gateshead,E08000037,Gateshead,"18,343 ","6,464 ",6 ,0 ,"2,051 ","2,305 ","2,102 ",699 ,185 ,"5,770 ",992 ,654 ,338 ,908 ,122 ,88 ,"2,279 ","1,381 ","2,156 ",550 ,215 ,"1,778 ",526 
E23000007,Northumbria,E22000245,Newcastle upon Tyne,E08000021,Newcastle upon Tyne,"35,268 ","11,949 ",4 ,6 ,"4,203 ","4,549 ","3,187 ","1,475 ",437 ,"11,942 ","1,544 ","1,096 ",448 ,"1,890 ",458 ,424 ,"4,779 ","2,847 ","3,378 ","1,577 ",382 ,"3,346 ",782 
E23000007,Northumbria,E22000246,North Tyneside,E08000022,North Tyneside,"17,404 ","6,203 ",2 ,1 ,"1,906 ","2,132 ","2,162 ",793 ,190 ,"5,585 ",779 ,594 ,185 ,738 ,70 ,170 ,"2,547 ","1,281 ","1,800 ",533 ,198 ,"1,639 ",463 
E23000007,Northumbria,E22000358,Northumberland,E06000057,Northumberland,"23,998 ","9,148 ",1 ,4 ,"2,785 ","3,376 ","2,982 ","1,260 ",97 ,"6,657 ","1,100 ",796 ,304 ,765 ,65 ,142 ,"2,965 ","1,620 ","2,778 ",734 ,245 ,"2,364 ",715 
E23000007,Northumbria,E22000247,South Tyneside,E08000023,South Tyneside,"14,955 ","5,439 ",1 ,0 ,"1,599 ","1,957 ","1,882 ",561 ,116 ,"4,754 ",675 ,378 ,297 ,504 ,62 ,102 ,"2,524 ",887 ,"1,705 ",460 ,174 ,"1,301 ",445 
E23000007,Northumbria,E22000248,Sunderland,E08000024,Sunderland,"27,827 ","9,729 ",3 ,4 ,"3,288 ","3,251 ","3,183 ","1,056 ",276 ,"8,938 ","1,836 ","1,147 ",689 ,"1,543 ",107 ,164 ,"3,373 ","1,915 ","3,273 ",933 ,271 ,"2,388 ",963 
E23000007,Northumbria,,Unassigned Northumbria,,,12 ,5 ,0 ,0 ,0 ,3 ,2 ,0 ,0 ,3 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,2 
E23000019,Nottinghamshire,,,,,"99,719 ","33,679 ",9 ,20 ,"11,405 ","12,813 ","9,432 ","4,144 ","1,227 ","34,158 ","4,148 ","2,797 ","1,351 ","4,936 ",954 ,"1,050 ","15,165 ","7,905 ","10,045 ","4,112 ","1,714 ","7,616 ","3,024 "
E23000019,Nottinghamshire,E22000251,Ashfield,E07000170,Ashfield,"10,188 ","3,627 ",1 ,1 ,"1,227 ","1,347 ","1,051 ",410 ,105 ,"3,319 ",408 ,282 ,126 ,408 ,61 ,71 ,"1,662 ",709 ,"1,064 ",345 ,178 ,760 ,380 
E23000019,Nottinghamshire,E22000252,Bassetlaw,E07000171,Bassetlaw,"9,755 ","3,374 ",0 ,2 ,"1,206 ","1,152 ","1,014 ",355 ,75 ,"3,467 ",499 ,362 ,137 ,665 ,59 ,62 ,"1,493 ",689 ,"1,126 ",258 ,120 ,613 ,367 
E23000019,Nottinghamshire,E22000255,Mansfield,E07000174,Mansfield,"10,662 ","4,005 ",2 ,2 ,"1,364 ","1,552 ","1,085 ",465 ,111 ,"3,318 ",335 ,231 ,104 ,482 ,78 ,69 ,"1,533 ",821 ,"1,077 ",390 ,183 ,763 ,350 
E23000019,Nottinghamshire,E22000256,Newark and Sherwood,E07000175,Newark and Sherwood,"8,892 ","2,910 ",1 ,0 ,"1,048 ","1,059 ",802 ,358 ,66 ,"3,291 ",413 ,236 ,177 ,508 ,45 ,132 ,"1,531 ",662 ,"1,045 ",202 ,101 ,590 ,329 
E23000019,Nottinghamshire,E22000257,Nottingham,E06000018,Nottingham,"40,116 ","12,986 ",2 ,6 ,"4,408 ","5,238 ","3,332 ","1,590 ",670 ,"13,648 ","1,602 ","1,052 ",550 ,"1,916 ",589 ,533 ,"5,588 ","3,420 ","3,705 ","2,117 ",811 ,"3,553 ","1,036 "
E23000019,Nottinghamshire,E22000366,South Nottinghamshire,Combined Local Authorities,,"18,703 ","6,280 ",1 ,9 ,"2,021 ","2,336 ","1,913 ",870 ,181 ,"6,651 ",821 ,613 ,208 ,884 ,112 ,164 ,"3,194 ","1,476 ","1,923 ",729 ,294 ,"1,258 ",517 
E23000019,Nottinghamshire,,Unassigned Nottinghamshire,,,"1,403 ",497 ,2 ,0 ,131 ,129 ,235 ,96 ,19 ,464 ,70 ,21 ,49 ,73 ,10 ,19 ,164 ,128 ,105 ,71 ,27 ,79 ,45 
W15000003,South Wales,,,,,"109,798 ","41,499 ",18 ,46 ,"11,082 ","14,512 ","15,841 ","4,444 ",588 ,"31,429 ","3,555 ","2,109 ","1,446 ","6,366 ",791 ,"1,254 ","12,578 ","6,885 ","9,747 ","4,369 ","1,068 ","13,641 ","3,013 "
W15000003,South Wales,W14000013,Bridgend,W06000013,Bridgend,"9,869 ","4,184 ",1 ,4 ,"1,122 ","1,391 ","1,666 ",470 ,26 ,"2,137 ",220 ,156 ,64 ,352 ,46 ,35 ,891 ,593 ,893 ,415 ,101 ,"1,299 ",344 
W15000003,South Wales,W14000015,Cardiff,W06000015,Cardiff,"37,508 ","11,765 ",5 ,13 ,"3,243 ","4,567 ","3,937 ","1,296 ",357 ,"14,013 ","1,621 ",856 ,765 ,"3,038 ",427 ,916 ,"5,563 ","2,448 ","3,095 ","1,465 ",360 ,"4,298 ",859 
W15000003,South Wales,W14000023,Cwm Taf,Combined Local Authorities,,"22,898 ","9,977 ",4 ,9 ,"2,640 ","3,408 ","3,916 ",987 ,69 ,"5,005 ",654 ,457 ,197 ,"1,015 ",95 ,41 ,"1,813 ","1,387 ","2,064 ",783 ,227 ,"3,055 ",731 
W15000003,South Wales,W14000012,Neath Port Talbot,W06000012,Neath Port Talbot,"9,686 ","4,382 ",2 ,2 ,"1,124 ","1,342 ","1,912 ",427 ,22 ,"1,918 ",253 ,154 ,99 ,350 ,39 ,49 ,642 ,585 ,894 ,380 ,66 ,"1,320 ",277 
W15000003,South Wales,W14000011,Swansea,W06000011,Swansea,"19,624 ","7,358 ",4 ,12 ,"1,949 ","2,496 ","2,897 ",877 ,70 ,"5,451 ",454 ,282 ,172 ,"1,020 ",131 ,159 ,"2,437 ","1,250 ","1,754 ",938 ,209 ,"2,447 ",520 
W15000003,South Wales,,Unassigned South Wales,,,"1,473 ",604 ,0 ,2 ,143 ,306 ,153 ,87 ,9 ,316 ,33 ,11 ,22 ,78 ,17 ,13 ,88 ,87 ,113 ,110 ,17 ,163 ,54 
W15000003,South Wales,W14000014,Vale of Glamorgan,W06000014,Vale of Glamorgan ,"8,740 ","3,229 ",2 ,4 ,861 ,"1,002 ","1,360 ",300 ,35 ,"2,589 ",320 ,193 ,127 ,513 ,36 ,41 ,"1,144 ",535 ,934 ,278 ,88 ,"1,059 ",228 
E23000011,South Yorkshire,,,,,"147,756 ","53,086 ",8 ,9 ,"15,123 ","19,898 ","18,048 ","5,420 ","1,944 ","46,217 ","9,332 ","7,165 ","2,167 ","11,249 ","1,140 ",828 ,"14,279 ","9,389 ","14,416 ","5,710 ","2,130 ","13,387 ","5,446 "
E23000011,South Yorkshire,E22000259,Barnsley,E08000016,Barnsley,"24,681 ","9,172 ",1 ,0 ,"2,558 ","3,231 ","3,382 ",862 ,320 ,"7,125 ","1,591 ","1,168 ",423 ,"1,774 ",98 ,76 ,"2,039 ","1,547 ","2,782 ",657 ,328 ,"2,372 ","1,063 "
E23000011,South Yorkshire,E22000260,Doncaster,E08000017,Doncaster,"38,130 ","13,850 ",2 ,4 ,"3,957 ","5,237 ","4,650 ","1,327 ",505 ,"11,674 ","2,342 ","1,726 ",616 ,"3,071 ",208 ,242 ,"3,377 ","2,434 ","3,898 ","1,680 ",482 ,"3,131 ","1,583 "
E23000011,South Yorkshire,E22000261,Rotherham,E08000018,Rotherham,"25,265 ","9,896 ",0 ,1 ,"2,620 ","3,562 ","3,713 ",952 ,278 ,"7,172 ","1,499 ","1,114 ",385 ,"1,817 ",108 ,80 ,"2,036 ","1,632 ","2,358 ",832 ,402 ,"2,385 ",990 
E23000011,South Yorkshire,E22000262,Sheffield,E08000019,Sheffield,"58,025 ","19,595 ",5 ,4 ,"5,762 ","7,593 ","6,231 ","1,966 ",785 ,"19,942 ","3,868 ","3,143 ",725 ,"4,524 ",683 ,426 ,"6,774 ","3,667 ","5,280 ","2,437 ",887 ,"5,381 ","1,752 "
E23000011,South Yorkshire,,Unassigned South Yorkshire,,,"1,655 ",573 ,0 ,0 ,226 ,275 ,72 ,313 ,56 ,304 ,32 ,14 ,18 ,63 ,43 ,4 ,53 ,109 ,98 ,104 ,31 ,118 ,58 
E23000015,Staffordshire,,,,,"86,529 ","36,619 ",7 ,39 ,"10,137 ","11,358 ","15,078 ","3,827 ",915 ,"23,264 ","3,640 ","2,525 ","1,115 ","5,043 ",283 ,645 ,"7,734 ","5,919 ","7,316 ","2,969 ","1,127 ","8,415 ","2,077 "
E23000015,Staffordshire,E22000263,Cannock Chase,E07000192,Cannock Chase,"7,630 ","3,209 ",2 ,7 ,869 ,899 ,"1,432 ",364 ,76 ,"2,281 ",228 ,159 ,69 ,526 ,21 ,48 ,975 ,483 ,483 ,261 ,113 ,694 ,149 
E23000015,Staffordshire,E22000264,East Staffordshire,E07000193,East Staffordshire,"8,421 ","3,813 ",1 ,1 ,963 ,"1,194 ","1,654 ",376 ,80 ,"2,081 ",330 ,212 ,118 ,406 ,25 ,92 ,622 ,606 ,563 ,287 ,86 ,895 ,240 
E23000015,Staffordshire,E22000265,Lichfield,E07000194,Lichfield,"6,229 ","2,470 ",1 ,7 ,603 ,797 ,"1,062 ",265 ,46 ,"1,973 ",273 ,187 ,86 ,633 ,14 ,44 ,580 ,429 ,487 ,143 ,65 ,601 ,179 
E23000015,Staffordshire,E22000266,Newcastle-under-Lyme,E07000195,Newcastle-under-Lyme,"8,335 ","3,557 ",0 ,5 ,956 ,"1,136 ","1,460 ",365 ,69 ,"2,266 ",338 ,228 ,110 ,390 ,32 ,61 ,870 ,575 ,724 ,305 ,104 ,756 ,189 
E23000015,Staffordshire,E22000267,South Staffordshire,E07000196,South Staffordshire,"5,731 ","2,443 ",0 ,9 ,689 ,688 ,"1,057 ",249 ,54 ,"1,520 ",328 ,230 ,98 ,540 ,10 ,17 ,236 ,389 ,498 ,233 ,60 ,475 ,199 
E23000015,Staffordshire,E22000268,Stafford,E07000197,Stafford,"9,024 ","4,018 ",1 ,1 ,"1,075 ","1,208 ","1,733 ",429 ,57 ,"2,190 ",327 ,217 ,110 ,347 ,36 ,86 ,719 ,675 ,717 ,380 ,99 ,942 ,192 
E23000015,Staffordshire,E22000269,Staffordshire Moorlands,E07000198,Staffordshire Moorlands,"5,442 ","2,617 ",0 ,4 ,779 ,756 ,"1,078 ",284 ,21 ,"1,267 ",228 ,170 ,58 ,238 ,9 ,18 ,412 ,362 ,491 ,104 ,59 ,501 ,98 
E23000015,Staffordshire,E22000270,Stoke-on-Trent,E06000021,Stoke-on-Trent,"29,197 ","11,872 ",2 ,4 ,"3,481 ","3,842 ","4,543 ","1,203 ",434 ,"7,657 ","1,348 ",909 ,439 ,"1,366 ",111 ,235 ,"2,632 ","1,965 ","2,922 ","1,016 ",467 ,"2,932 ",694 
E23000015,Staffordshire,E22000271,Tamworth,E07000199,Tamworth,"5,874 ","2,404 ",0 ,0 ,666 ,772 ,966 ,248 ,73 ,"1,818 ",231 ,209 ,22 ,557 ,21 ,41 ,572 ,396 ,405 ,186 ,64 ,557 ,119 
E23000015,Staffordshire,,Unassigned Staffordshire,,,646 ,216 ,0 ,1 ,56 ,66 ,93 ,44 ,5 ,211 ,9 ,4 ,5 ,40 ,4 ,3 ,116 ,39 ,26 ,54 ,10 ,62 ,18 
E23000025,Suffolk,,,,,"43,847 ","18,086 ",7 ,37 ,"5,869 ","8,450 ","3,723 ","2,480 ",218 ,"11,760 ","1,803 ","1,098 ",705 ,"1,910 ",286 ,453 ,"3,853 ","3,455 ","4,575 ","1,426 ",611 ,"3,385 ","1,306 "
E23000025,Suffolk,E22000273,Ipswich,E07000202,Ipswich,"12,537 ","4,918 ",3 ,4 ,"1,621 ","2,417 ",873 ,639 ,101 ,"3,681 ",334 ,235 ,99 ,784 ,109 ,161 ,"1,443 ",850 ,"1,228 ",417 ,198 ,"1,051 ",304 
E23000025,Suffolk,E22000274,Suffolk Coastal,E07000244,Suffolk Coastal,"5,152 ","2,127 ",1 ,6 ,655 ,"1,023 ",442 ,331 ,23 ,"1,297 ",230 ,140 ,90 ,185 ,16 ,49 ,423 ,394 ,575 ,150 ,58 ,393 ,198 
E23000025,Suffolk,,Unassigned Suffolk,,Unassigned Suffolk,677 ,313 ,0 ,1 ,71 ,111 ,130 ,46 ,0 ,167 ,25 ,6 ,19 ,25 ,8 ,2 ,45 ,62 ,48 ,22 ,11 ,38 ,32 
E23000025,Suffolk,E22000278,Waveney,E07000244,Waveney,"7,245 ","2,975 ",1 ,5 ,978 ,"1,388 ",603 ,443 ,33 ,"2,033 ",367 ,235 ,132 ,273 ,48 ,92 ,697 ,556 ,859 ,182 ,75 ,443 ,202 
E23000025,Suffolk,E22000373,Western Suffolk,Combined Local Authorities,,"18,236 ","7,753 ",2 ,21 ,"2,544 ","3,511 ","1,675 ","1,021 ",61 ,"4,582 ",847 ,482 ,365 ,643 ,105 ,149 ,"1,245 ","1,593 ","1,865 ",655 ,269 ,"1,460 ",570 
E23000031,Surrey,,,,,"74,528 ","28,412 ",9 ,26 ,"6,900 ","13,249 ","8,228 ","2,881 ",530 ,"21,151 ","3,187 ","2,476 ",711 ,"4,636 ",513 ,629 ,"6,286 ","5,900 ","7,042 ","3,190 ",757 ,"8,389 ","2,176 "
E23000031,Surrey,E22000279,Elmbridge,E07000207,Elmbridge,"7,176 ","2,592 ",1 ,2 ,619 ,"1,128 ",842 ,282 ,55 ,"2,164 ",370 ,306 ,64 ,575 ,43 ,100 ,482 ,594 ,649 ,342 ,75 ,814 ,203 
E23000031,Surrey,E22000280,Epsom and Ewell,E07000208,Epsom and Ewell,"5,238 ","1,935 ",0 ,0 ,493 ,935 ,507 ,172 ,56 ,"1,655 ",249 ,202 ,47 ,437 ,64 ,61 ,435 ,409 ,490 ,182 ,55 ,560 ,133 
E23000031,Surrey,E22000281,Guildford,E07000209,Guildford,"10,961 ","4,318 ",0 ,4 ,"1,091 ","2,199 ","1,024 ",528 ,72 ,"3,014 ",329 ,241 ,88 ,530 ,72 ,129 ,"1,134 ",820 ,"1,043 ",376 ,88 ,"1,240 ",282 
E23000031,Surrey,E22000282,Mole Valley,E07000210,Mole Valley,"4,766 ","1,901 ",1 ,3 ,449 ,850 ,598 ,142 ,31 ,"1,356 ",270 ,216 ,54 ,237 ,44 ,24 ,403 ,378 ,463 ,167 ,38 ,546 ,122 
E23000031,Surrey,E22000283,Reigate and Banstead,E07000211,Reigate and Banstead,"9,621 ","3,931 ",0 ,3 ,995 ,"1,806 ","1,127 ",397 ,58 ,"2,446 ",374 ,300 ,74 ,477 ,59 ,44 ,849 ,643 ,875 ,401 ,107 ,"1,056 ",350 
E23000031,Surrey,E22000284,Runnymede,E07000212,Runnymede,"6,582 ","2,380 ",1 ,1 ,518 ,"1,172 ",688 ,240 ,54 ,"1,814 ",269 ,201 ,68 ,391 ,35 ,63 ,497 ,559 ,572 ,541 ,84 ,720 ,177 
E23000031,Surrey,E22000285,Spelthorne,E07000213,Spelthorne,"8,611 ","3,032 ",6 ,1 ,691 ,"1,458 ",876 ,291 ,65 ,"2,707 ",366 ,309 ,57 ,676 ,71 ,84 ,838 ,672 ,796 ,387 ,93 ,967 ,273 
E23000031,Surrey,E22000286,Surrey Heath,E07000214,Surrey Heath,"5,006 ","2,035 ",0 ,2 ,507 ,940 ,586 ,196 ,35 ,"1,340 ",212 ,157 ,55 ,290 ,35 ,19 ,365 ,419 ,487 ,136 ,52 ,549 ,176 
E23000031,Surrey,E22000287,Tandridge,E07000215,Tandridge,"5,111 ","1,833 ",0 ,4 ,482 ,767 ,580 ,164 ,29 ,"1,474 ",257 ,192 ,65 ,413 ,19 ,12 ,360 ,413 ,526 ,299 ,56 ,591 ,139 
E23000032,Surrey,,unassigned Surrey,,,,,,,,,,,,,,,,,,,,,,,,,
E23000031,Surrey,E22000288,Waverley,E07000216,Waverley,"4,977 ","1,897 ",0 ,3 ,478 ,748 ,668 ,217 ,25 ,"1,459 ",283 ,211 ,72 ,279 ,25 ,21 ,395 ,456 ,518 ,119 ,49 ,552 ,141 
E23000031,Surrey,E22000289,Woking,E07000217,Woking,"6,479 ","2,558 ",0 ,3 ,577 ,"1,246 ",732 ,252 ,50 ,"1,722 ",208 ,141 ,67 ,331 ,46 ,72 ,528 ,537 ,623 ,240 ,60 ,794 ,180 
E23000033,Sussex,,,,,"135,314 ","47,366 ",7 ,56 ,"15,019 ","21,403 ","10,881 ","6,016 ","1,322 ","44,770 ","4,970 ","3,049 ","1,921 ","6,237 ","1,205 ","1,449 ","20,522 ","10,387 ","12,326 ","4,798 ","2,522 ","12,529 ","3,665 "
E23000033,Sussex,E22000290,Adur,E07000223,Adur,"4,060 ","1,367 ",0 ,0 ,408 ,589 ,370 ,177 ,28 ,"1,436 ",136 ,95 ,41 ,171 ,10 ,27 ,820 ,272 ,385 ,111 ,53 ,388 ,115 
E23000033,Sussex,E22000291,Arun,E07000224,Arun,"12,433 ","4,410 ",1 ,10 ,"1,373 ","1,949 ","1,077 ",564 ,122 ,"4,192 ",586 ,314 ,272 ,777 ,65 ,128 ,"1,728 ",908 ,"1,262 ",298 ,185 ,"1,017 ",383 
E23000033,Sussex,E22000292,Brighton and Hove,E06000043,Brighton and Hove,"30,404 ","9,658 ",1 ,12 ,"3,003 ","4,646 ","1,996 ","1,280 ",388 ,"11,106 ","1,075 ",644 ,431 ,"1,179 ",493 ,516 ,"5,179 ","2,664 ","2,276 ","1,397 ",450 ,"3,087 ",762 
E23000033,Sussex,E22000293,Chichester,E07000225,Chichester,"8,111 ","2,875 ",0 ,4 ,942 ,"1,218 ",711 ,322 ,63 ,"2,697 ",395 ,225 ,170 ,510 ,58 ,132 ,970 ,632 ,868 ,205 ,131 ,763 ,187 
E23000033,Sussex,E22000294,Crawley,E07000226,Crawley,"13,913 ","4,854 ",0 ,2 ,"1,490 ","2,419 ",943 ,523 ,163 ,"4,448 ",396 ,242 ,154 ,589 ,161 ,133 ,"1,849 ","1,320 ",943 ,614 ,668 ,"1,358 ",342 
E23000033,Sussex,E22000295,Eastbourne,E07000061,Eastbourne,"11,570 ","3,964 ",0 ,4 ,"1,321 ","1,872 ",767 ,450 ,143 ,"4,341 ",350 ,210 ,140 ,387 ,98 ,111 ,"2,718 ",677 ,"1,009 ",351 ,150 ,944 ,218 
E23000033,Sussex,E22000296,Hastings,E07000062,Hastings,"9,414 ","3,659 ",0 ,4 ,"1,292 ","1,619 ",744 ,448 ,86 ,"2,645 ",264 ,142 ,122 ,385 ,51 ,68 ,"1,226 ",651 ,"1,041 ",292 ,164 ,858 ,221 
E23000033,Sussex,E22000297,Horsham,E07000227,Horsham,"7,134 ","2,423 ",0 ,2 ,756 ,988 ,677 ,319 ,49 ,"2,449 ",321 ,214 ,107 ,459 ,54 ,72 ,"1,004 ",539 ,717 ,198 ,118 ,683 ,178 
E23000033,Sussex,E22000298,Lewes,E07000063,Lewes,"5,951 ","2,350 ",1 ,2 ,727 ,976 ,644 ,279 ,30 ,"1,643 ",215 ,152 ,63 ,230 ,24 ,29 ,704 ,441 ,616 ,140 ,95 ,564 ,234 
E23000033,Sussex,E22000299,Mid Sussex,E07000228,Mid Sussex,"7,697 ","2,867 ",2 ,2 ,915 ,"1,237 ",711 ,349 ,68 ,"2,313 ",402 ,288 ,114 ,468 ,41 ,54 ,731 ,617 ,823 ,182 ,114 ,712 ,269 
E23000033,Sussex,E22000300,Rother,E07000064,Rother,"6,064 ","2,297 ",2 ,2 ,767 ,940 ,586 ,259 ,49 ,"1,800 ",225 ,144 ,81 ,231 ,25 ,24 ,894 ,401 ,725 ,114 ,86 ,561 ,173 
E23000033,Sussex,,Unassigned Sussex,,,"2,709 ",868 ,0 ,4 ,198 ,430 ,236 ,345 ,16 ,485 ,22 ,8 ,14 ,66 ,55 ,10 ,128 ,204 ,132 ,446 ,76 ,179 ,162 
E23000033,Sussex,E22000301,Wealden,E07000065,Wealden,"6,745 ","2,549 ",0 ,6 ,844 ,"1,003 ",696 ,346 ,27 ,"2,082 ",354 ,222 ,132 ,378 ,20 ,19 ,775 ,536 ,753 ,135 ,88 ,550 ,215 
E23000033,Sussex,E22000302,Worthing,E07000229,Worthing,"9,109 ","3,225 ",0 ,2 ,983 ,"1,517 ",723 ,355 ,90 ,"3,133 ",229 ,149 ,80 ,407 ,50 ,126 ,"1,796 ",525 ,776 ,315 ,144 ,865 ,206 
E23000029,Thames Valley,,,,,"171,148 ","62,993 ",15 ,19 ,"16,151 ","27,175 ","19,633 ","7,136 ","1,879 ","57,963 ","6,469 ","4,461 ","2,008 ","11,432 ","2,142 ","3,159 ","19,846 ","14,915 ","13,955 ","7,244 ","1,542 ","15,072 ","3,364 "
E23000029,Thames Valley,E22000303,Aylesbury Vale,E06000060,Buckinghamshire,"11,654 ","4,683 ",1 ,1 ,"1,130 ","1,997 ","1,554 ",546 ,110 ,"3,444 ",349 ,236 ,113 ,643 ,76 ,105 ,"1,034 ","1,237 ",949 ,431 ,101 ,"1,044 ",346 
E23000029,Thames Valley,E22000304,Bracknell Forest,E06000036,Bracknell Forest,"7,118 ","2,692 ",1 ,0 ,682 ,"1,026 ",983 ,324 ,68 ,"2,344 ",279 ,208 ,71 ,463 ,63 ,125 ,838 ,576 ,591 ,253 ,47 ,637 ,162 
E23000029,Thames Valley,E22000305,Cherwell,E07000177,Cherwell,"11,018 ","4,106 ",0 ,0 ,"1,104 ","1,757 ","1,245 ",475 ,85 ,"3,853 ",429 ,314 ,115 ,587 ,81 ,85 ,"1,651 ","1,020 ",788 ,396 ,96 ,990 ,229 
