House of Commons General Election 2024 results by constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Note 1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONS ID,ONS region ID,Constituency name,Region name,Country name,Constituency type,Member first name,Member surname,Member gender,Result,First party,Second party,Electorate,Valid votes,Invalid votes,Majority,Con,Lab,LD,RUK,Green,SNP,PC,DUP,SF,SDLP,UUP,APNI,All other candidates,Of which other winner,
E14001354,E12000002,Manchester Withington,North West,England,Borough,Jeff,Smith,Male,Lab hold,Lab,Green,"70,555","41,731",240,"13,982","2,280","22,066","5,412","1,961","8,084",0,0,0,0,0,0,0,"1,928",0,
E14001355,E12000004,Mansfield,East Midlands,England,County,Steve,Yemm,Male,Lab gain from Con,Lab,Con,"74,535","41,087",114,"3,485","12,563","16,048",799,"9,385","1,326",0,0,0,0,0,0,0,966,0,
E14001356,E12000009,Melksham and Devizes,South West,England,County,Brian,Mathew,Male,LD gain from Con,LD,Con,"73,482","51,203",203,"2,401","17,630","4,587","20,031","6,726","2,229",0,0,0,0,0,0,0,0,0,
E14001357,E12000004,Melton and Syston,East Midlands,England,County,Edward,Argar,Male,Con hold,Con,Lab,"74,316","45,986",163,"5,396","17,526","12,130","2,547","8,945","3,685",0,0,0,0,0,0,0,"1,153",0,
E14001358,E12000005,Meriden and Solihull East,West Midlands,England,County,Saqib,Bhatti,Male,Con hold,Con,Lab,"73,659","44,035",161,"4,584","16,792","12,208","3,353","8,753","2,929",0,0,0,0,0,0,0,0,0,
W07000099,W92000004,Merthyr Tydfil and Aberdare,Wales,Wales,County,Gerald,Jones,Male,Lab hold,Lab,RUK,"74,460","35,215",115,"7,447","2,687","15,791","1,276","8,344","1,231",0,"4,768",0,0,0,0,0,"1,118",0,
W07000100,W92000004,Mid and South Pembrokeshire,Wales,Wales,County,Henry,Tufnell,Male,Lab gain from Con,Lab,Con,"79,033","46,629",147,"1,878","14,627","16,505","2,372","7,828","1,654",0,"2,962",0,0,0,0,0,681,0,
E14001359,E12000006,Mid Bedfordshire,East of England,England,County,Blake,Stephenson,Male,Con hold,Con,Lab,"75,457","49,621",179,"1,321","16,912","15,591","4,068","8,594","2,584",0,0,0,0,0,0,0,"1,872",0,
E14001360,E12000008,Mid Buckinghamshire,South East,England,County,Greg,Smith,Male,Con hold,Con,LD,"75,622","53,951",231,"5,872","20,150","9,171","14,278","6,926","2,942",0,0,0,0,0,0,0,484,0,
E14001361,E12000002,Mid Cheshire,North West,England,County,Andrew,Cooper,Male,Lab gain from Con,Lab,Con,"70,384","41,509",115,"8,927","9,530","18,457","2,465","7,967","1,967",0,0,0,0,0,0,0,"1,123",0,
E14001362,E12000004,Mid Derbyshire,East Midlands,England,County,Jonathan,Davies,Male,Lab gain from Con,Lab,Con,"69,917","47,543",153,"1,878","15,468","17,346","2,361","8,356","3,547",0,0,0,0,0,0,0,465,0,
E14001363,E12000009,Mid Dorset and North Poole,South West,England,County,Vikki,Slade,Female,LD gain from Con,LD,Con,"75,294","49,514",798,"1,352","20,090","4,566","21,442",0,"2,355",0,0,0,0,0,0,0,"1,061",0,
S14000097,S92000003,Mid Dunbartonshire,Scotland,Scotland,County,Susan,Murray,Female,LD gain from SNP,LD,SNP,"73,603","52,738",132,"9,673","2,452","10,993","22,349","2,099","1,720","12,676",0,0,0,0,0,0,449,0,
E14001364,E12000004,Mid Leicestershire,East Midlands,England,County,Peter,Bedford,Male,Con hold,Con,Lab,"75,924","48,050",181,"2,201","17,735","15,534","2,444","8,923","3,414",0,0,0,0,0,0,0,0,0,
E14001365,E12000006,Mid Norfolk,East of England,England,County,George,Freeman,Male,Con hold,Con,Lab,"75,238","45,897",222,"3,054","16,770","13,716","3,126","9,427","2,858",0,0,0,0,0,0,0,0,0,
E14001366,E12000008,Mid Sussex,South East,England,County,Alison,Bennett,Female,LD gain from Con,LD,Con,"75,969","53,328",145,"6,662","14,474","9,397","21,136","5,921","2,048",0,0,0,0,0,0,0,352,0,
N05000010,N92000002,Mid Ulster,Northern Ireland,Northern Ireland,County,Cathal,Mallaghan,Male,SF hold,SF,DUP,"74,000","45,445",246,"14,923",0,0,0,0,0,0,0,"9,162","24,085","3,722","2,269","2,001","4,206",0,
E14001367,E12000001,Middlesbrough and Thornaby East,North East,England,Borough,Andy,McDonald,Male,Lab hold,Lab,RUK,"75,123","34,407",92,"9,192","6,174","16,238","1,037","7,046","1,522",0,0,0,0,0,0,0,"2,390",0,
E14001368,E12000001,Middlesbrough South and East Cleveland,North East,England,County,Luke,Myer,Male,Lab gain from Con,Lab,Con,"70,331","38,035",529,214,"16,254","16,468","2,032",0,"1,446",0,0,0,0,0,0,0,"1,835",0,
S14000045,S92000003,Midlothian,Scotland,Scotland,County,Kirsty,McNeill,Female,Lab gain from SNP,Lab,SNP,"73,554","44,165",162,"8,167","3,248","21,480","2,589","3,276",0,"13,313",0,0,0,0,0,0,259,0,
E14001369,E12000008,Milton Keynes Central,South East,England,Borough,Emily,Darlington,Female,Lab gain from Con,Lab,Con,"81,078","47,729",201,"7,291","12,918","20,209","4,931","6,245","3,226",0,0,0,0,0,0,0,200,0,
E14001370,E12000008,Milton Keynes North,South East,England,County,Chris,Curtis,Male,Lab gain from Con,Lab,Con,"70,709","45,977",184,"5,430","13,888","19,318","3,365","6,164","3,242",0,0,0,0,0,0,0,0,0,
E14001371,E12000007,Mitcham and Morden,London,England,Borough,Siobhain,McDonagh,Female,Lab hold,Lab,Con,"77,282","45,255",182,"18,761","6,324","25,085","3,622","4,135","4,635",0,0,0,0,0,0,0,"1,454",0,
W07000101,W92000004,Monmouthshire,Wales,Wales,County,Catherine,Fookes,Female,Lab gain from Con,Lab,Con,"74,823","50,844",154,"3,338","17,672","21,010","2,279","5,438","2,357",0,"1,273",0,0,0,0,0,815,0,
W07000102,W92000004,Montgomeryshire and Glyndŵr,Wales,Wales,County,Steve,Witherden,Male,Lab gain from Con,Lab,RUK,"74,039","43,259",193,"3,815","7,775","12,709","6,470","8,894","1,744",0,"5,667",0,0,0,0,0,0,0,
S14000098,S92000003,"Moray West, Nairn and Strathspey",Scotland,Scotland,County,Graham,Leadbitter,Male,SNP hold,SNP,Con,"77,243","46,554",167,"1,001","13,960","8,259","3,785","3,490","1,676","14,961",0,0,0,0,0,0,423,0,
E14001372,E12000002,Morecambe and Lunesdale,North West,England,County,Lizzi,Collinge,Female,Lab gain from Con,Lab,Con,"76,424","48,059",171,"5,815","13,788","19,603","4,769","7,810","2,089",0,0,0,0,0,0,0,0,0,
S14000099,S92000003,"Motherwell, Wishaw and Carluke",Scotland,Scotland,County,Pamela,Nash,Female,Lab gain from SNP,Lab,SNP,"71,777","39,026",125,"7,085","2,415","19,168",822,"3,004","1,200","12,083",0,0,0,0,0,0,334,0,
S14000027,S92000003,Na h-Eileanan an Iar,Scotland,Scotland,County,Torcuil,Crichton,Male,Lab gain from SNP,Lab,SNP,"21,325","13,528",53,"3,836",647,"6,692",382,697,0,"2,856",0,0,0,0,0,0,"2,254",0,
W07000103,W92000004,Neath and Swansea East,Wales,Wales,County,Carolyn,Harris,Female,Lab hold,Lab,RUK,"76,291","40,137",132,"6,627","3,765","16,797","2,344","10,170","1,711",0,"5,350",0,0,0,0,0,0,0,
E14001373,E12000008,New Forest East,South East,England,County,Julian,Lewis,Male,Con hold,Con,Lab,"70,618","45,230",146,"8,495","17,412","8,917","7,198","7,646","3,118",0,0,0,0,0,0,0,939,0,
E14001374,E12000008,New Forest West,South East,England,County,Desmond,Swayne,Male,Con hold,Con,Lab,"68,644","46,337",152,"5,600","16,412","10,812","8,186","7,577","2,800",0,0,0,0,0,0,0,550,0,
E14001375,E12000004,Newark,East Midlands,England,County,Robert,Jenrick,Male,Con hold,Con,Lab,"79,783","53,459",198,"3,572","20,968","17,396","3,026","8,280","2,345",0,0,0,0,0,0,0,"1,444",0,
E14001376,E12000008,Newbury,South East,England,County,Lee,Dillon,Male,LD gain from Con,LD,Con,"71,982","48,930",173,"2,377","17,268","3,662","19,645","5,357","2,714",0,0,0,0,0,0,0,284,0,
E14001377,E12000001,Newcastle upon Tyne Central and West,North East,England,Borough,Chi,Onwurah,Female,Lab hold,Lab,RUK,"76,822","41,355",167,"11,060","4,228","18,875","1,946","7,815","3,228",0,0,0,0,0,0,0,"5,263",0,
E14001378,E12000001,Newcastle upon Tyne East and Wallsend,North East,England,Borough,Mary,Glindon,Female,Lab hold,Lab,RUK,"76,245","42,321",123,"12,817","3,522","21,200","2,965","8,383","5,257",0,0,0,0,0,0,0,994,0,
E14001379,E12000001,Newcastle upon Tyne North,North East,England,Borough,Catherine,McKinnell,Female,Lab hold,Lab,Con,"74,768","48,617",197,"17,762","6,678","24,440","5,936","5,933","5,035",0,0,0,0,0,0,0,595,0,
E14001380,E12000005,Newcastle-under-Lyme,West Midlands,England,County,Adam,Jogee,Male,Lab gain from Con,Lab,Con,"67,815","39,618",158,"5,069","10,923","15,992","1,987","8,865","1,851",0,0,0,0,0,0,0,0,0,
W07000104,W92000004,Newport East,Wales,Wales,County,Jessica,Morden,Female,Lab hold,Lab,RUK,"76,683","38,531",154,"9,009","6,487","16,370","2,045","7,361","2,092",0,"2,239",0,0,0,0,0,"1,937",0,
W07000105,W92000004,Newport West and Islwyn,Wales,Wales,County,Ruth,Jones,Female,Lab hold,Lab,RUK,"75,785","41,951",163,"8,868","6,710","17,409","2,087","8,541","2,078",0,"3,529",0,0,0,0,0,"1,597",0,
N05000011,N92000002,Newry and Armagh,Northern Ireland,Northern Ireland,County,Dáire,Hughes,Male,SF hold,SF,SDLP,"78,244","45,942",294,"15,493",83,0,0,0,0,0,0,"5,900","22,299","6,806","3,175","2,692","4,987",0,
E14001381,E12000009,Newton Abbot,South West,England,County,Martin,Wrigley,Male,LD gain from Con,LD,Con,"73,885","47,992",158,"2,246","12,955","7,115","15,201","8,494","2,083",0,0,0,0,0,0,0,"2,144",0,
E14001382,E12000001,Newton Aycliffe and Spennymoor,North East,England,County,Alan,Strickland,Male,Lab gain from Con,Lab,RUK,"72,215","39,846",79,"8,839","8,195","18,394","1,491","9,555","1,701",0,0,0,0,0,0,0,510,0,
E14001383,E12000003,Normanton and Hemsworth,Yorkshire and The Humber,England,County,Jon,Trickett,Male,Lab hold,Lab,RUK,"75,645","36,349",137,"6,662","4,995","17,275","1,319","10,613","2,147",0,0,0,0,0,0,0,0,0,
N05000012,N92000002,North Antrim,Northern Ireland,Northern Ireland,County,Jim,Allister,Male,TUV gain from DUP,TUV,DUP,"74,697","41,185",176,450,0,0,0,0,0,0,0,"11,192","7,714","1,661","3,901","4,488","12,229","11,642",
S14000048,S92000003,North Ayrshire and Arran,Scotland,Scotland,County,Irene,Campbell,Female,Lab gain from SNP,Lab,SNP,"72,176","42,262",161,"3,551","5,954","16,821","1,005","3,415","1,327","13,270",0,0,0,0,0,0,470,0,
E14001384,E12000006,North Bedfordshire,East of England,England,County,Richard,Fuller,Male,Con hold,Con,Lab,"78,850","51,561",210,"5,414","19,981","14,567","5,553","8,433","3,027",0,0,0,0,0,0,0,0,0,
E14001385,E12000009,North Cornwall,South West,England,County,Ben,Maguire,Male,LD gain from Con,LD,Con,"76,741","51,245",47,"9,957","14,137","2,958","24,094","8,444","1,335",0,0,0,0,0,0,0,277,0,
E14001386,E12000009,North Cotswolds,South West,England,County,Geoffrey,Clifton-Brown,Male,Con hold,Con,LD,"73,203","50,229",188,"3,357","17,426","8,593","14,069","6,502","3,191",0,0,0,0,0,0,0,448,0,
E14001387,E12000009,North Devon,South West,England,County,Ian,Roome,Male,LD gain from Con,LD,Con,"79,079","51,417",132,"6,744","15,076","3,216","21,820","8,137","2,348",0,0,0,0,0,0,0,820,0,
E14001388,E12000009,North Dorset,South West,England,County,Simon,Hoare,Male,Con hold,Con,LD,"72,690","49,683",153,"1,589","18,208","4,370","16,619","7,894","2,082",0,0,0,0,0,0,0,510,0,
N05000013,N92000002,North Down,Northern Ireland,Northern Ireland,County,Alex,Easton,Male,Ind gain from APNI,Ind,APNI,"73,885","43,296",168,"7,305",0,0,0,0,"1,247",0,0,0,0,657,"6,754","13,608","21,030","20,913",
E14001389,E12000001,North Durham,North East,England,County,Luke,Akehurst,Male,Lab hold,Lab,RUK,"73,226","41,565",162,"5,873","6,492","16,562","4,208","10,689","2,366",0,0,0,0,0,0,0,"1,248",0,
E14001390,E12000006,North East Cambridgeshire,East of England,England,County,Steve,Barclay,Male,Con hold,Con,RUK,"71,511","39,176",145,"7,189","16,246","8,008","2,716","9,057","2,001",0,0,0,0,0,0,0,"1,148",0,
E14001391,E12000004,North East Derbyshire,East Midlands,England,County,Louise,Jones,Female,Lab gain from Con,Lab,Con,"73,234","45,866",120,"1,753","15,838","17,591","2,159","7,899","2,271",0,0,0,0,0,0,0,108,0,
S14000100,S92000003,North East Fife,Scotland,Scotland,County,Wendy,Chamberlain,Female,LD gain from SNP,LD,SNP,"69,762","42,728",147,"13,479","1,666","4,026","23,384","2,094","1,653","9,905",0,0,0,0,0,0,0,0,
E14001392,E12000008,North East Hampshire,South East,England,County,Alex,Brewer,Female,LD gain from Con,LD,Con,"76,923","55,560",143,634,"20,544","5,057","21,178","6,673","1,425",0,0,0,0,0,0,0,683,0,
E14001393,E12000006,North East Hertfordshire,East of England,England,County,Chris,Hinchliff,Male,Lab gain from Con,Lab,Con,"77,697","52,520",173,"1,923","16,435","18,358","5,463","8,462","3,802",0,0,0,0,0,0,0,0,0,
E14001394,E12000009,North East Somerset and Hanham,South West,England,County,Dan,Norris,Male,Lab gain from Con,Lab,Con,"73,889","51,125",142,"5,319","15,420","20,739","3,878","7,424","3,222",0,0,0,0,0,0,0,442,0,
E14001395,E12000005,North Herefordshire,West Midlands,England,County,Ellie,Chowns,Female,Green gain from Con,Green,Con,"72,797","50,362",145,"5,894","15,842","3,205","1,436","8,048","21,736",0,0,0,0,0,0,0,95,0,
E14001396,E12000006,North Norfolk,East of England,England,County,Steffan,Aquarone,Male,LD gain from Con,LD,Con,"71,438","47,043",138,"2,585","16,903","2,878","19,488","6,368","1,406",0,0,0,0,0,0,0,0,0,
E14001397,E12000001,North Northumberland,North East,England,County,David,Smith,Male,Lab gain from Con,Lab,Con,"74,190","48,843",149,"5,067","12,788","17,855","5,169","7,688","1,743",0,0,0,0,0,0,0,"3,600",0,
E14001398,E12000005,North Shropshire,West Midlands,England,County,Helen,Morgan,Female,LD gain from Con,LD,Con,"77,573","49,594",120,"15,311","10,903","3,423","26,214","7,687","1,234",0,0,0,0,0,0,0,133,0,
E14001399,E12000009,North Somerset,South West,England,County,Sadik,Al-Hassan,Male,Lab gain from Con,Lab,Con,"74,426","53,766",177,639,"18,499","19,138","7,121","5,602","3,273",0,0,0,0,0,0,0,133,0,
E14001400,E12000005,North Warwickshire and Bedworth,West Midlands,England,County,Rachel,Taylor,Female,Lab gain from Con,Lab,Con,"69,752","40,940",141,"2,198","12,529","14,727","1,228","10,701","1,755",0,0,0,0,0,0,0,0,0,
E14001401,E12000006,North West Cambridgeshire,East of England,England,County,Sam,Carling,Male,Lab gain from Con,Lab,Con,"75,915","44,424",184,39,"14,746","14,785","3,192","8,741","2,960",0,0,0,0,0,0,0,0,0,
E14001402,E12000006,North West Essex,East of England,England,County,Kemi,Badenoch,Female,Con hold,Con,Lab,"79,698","54,386",215,"2,610","19,360","16,750","6,055","7,668","2,846",0,0,0,0,0,0,0,"1,707",0,
E14001403,E12000008,North West Hampshire,South East,England,County,Kit,Malthouse,Male,Con hold,Con,Lab,"78,629","50,823",171,"3,288","17,770","14,482","7,626","7,734","2,745",0,0,0,0,0,0,0,466,0,
E14001404,E12000004,North West Leicestershire,East Midlands,England,County,Amanda,Hack,Female,Lab gain from Con,Lab,Con,"77,750","48,572",137,"1,012","15,859","16,871","1,629","9,678","2,831",0,0,0,0,0,0,0,"1,704",0,
E14001405,E12000006,North West Norfolk,East of England,England,County,James,Wild,Male,Con hold,Con,Lab,"74,415","44,566",187,"4,954","16,097","11,143","6,492","8,697","2,137",0,0,0,0,0,0,0,0,0,
E14001406,E12000004,Northampton North,East Midlands,England,Borough,Lucy,Rigby,Female,Lab gain from Con,Lab,Con,"75,575","41,813",138,"9,014","9,195","18,209","2,251","7,010","2,558",0,0,0,0,0,0,0,"2,590",0,
E14001407,E12000004,Northampton South,East Midlands,England,Borough,Mike,Reader,Male,Lab gain from Con,Lab,Con,"70,393","43,904",159,"4,071","12,819","16,890","3,193","8,210","2,398",0,0,0,0,0,0,0,394,0,
E14001408,E12000006,Norwich North,East of England,England,Borough,Alice,Macdonald,Female,Lab gain from Con,Lab,Con,"73,717","45,765",185,"10,850","9,944","20,794","2,073","8,229","4,372",0,0,0,0,0,0,0,353,0,
E14001409,E12000006,Norwich South,East of England,England,Borough,Clive,Lewis,Male,Lab hold,Lab,Green,"76,296","45,095",179,"13,239","5,806","21,484","3,577","5,227","8,245",0,0,0,0,0,0,0,756,0,
E14001410,E12000004,Nottingham East,East Midlands,England,Borough,Nadia,Whittome,Female,Lab hold,Lab,Green,"69,395","36,401",226,"15,162","3,925","19,494","1,741","3,578","4,332",0,0,0,0,0,0,0,"3,331",0,
E14001411,E12000004,Nottingham North and Kimberley,East Midlands,England,Borough,Alex,Norris,Male,Lab hold,Lab,RUK,"73,768","35,007",200,"9,427","6,787","16,480","1,336","7,053","3,351",0,0,0,0,0,0,0,0,0,
E14001412,E12000004,Nottingham South,East Midlands,England,Borough,Lilian,Greenwood,Female,Lab hold,Lab,Con,"64,255","32,879",164,"10,294","5,285","15,579","2,059","4,936","2,923",0,0,0,0,0,0,0,"2,097",0,
E14001413,E12000005,Nuneaton,West Midlands,England,County,Jodie,Gosling,Female,Lab gain from Con,Lab,Con,"71,843","41,213",105,"3,479","11,737","15,216","1,340","9,059","2,894",0,0,0,0,0,0,0,967,0,
E14001414,E12000007,Old Bexley and Sidcup,London,England,Borough,Louie,French,Male,Con hold,Con,Lab,"73,198","47,633",126,"3,548","17,910","14,362","1,927","10,384","2,601",0,0,0,0,0,0,0,449,0,
E14001415,E12000002,Oldham East and Saddleworth,North West,England,County,Debbie,Abrahams,Female,Lab hold,Lab,RUK,"73,460","40,065",157,"6,357","6,838","14,091","3,386","7,734","1,490",0,0,0,0,0,0,0,"6,526",0,
E14001416,E12000002,"Oldham West, Chadderton and Royton",North West,England,Borough,Jim,McMahon,Male,Lab hold,Lab,Ind,"76,031","38,573",199,"4,976","4,066","13,232","1,271","6,848","1,857",0,0,0,0,0,0,0,"11,299",0,
S14000051,S92000003,Orkney and Shetland,Scotland,Scotland,County,Alistair,Carmichael,Male,LD hold,LD,SNP,"34,236","20,688",106,"7,807",586,"1,493","11,392","1,586","2,046","3,585",0,0,0,0,0,0,0,0,
E14001417,E12000007,Orpington,London,England,Borough,Gareth,Bacon,Male,Con hold,Con,Lab,"71,284","46,073",165,"5,118","17,504","12,386","4,728","8,896","2,319",0,0,0,0,0,0,0,240,0,
E14001418,E12000003,Ossett and Denby Dale,Yorkshire and The Humber,England,County,Jade,Botterill,Female,Lab gain from Con,Lab,Con,"72,312","43,873",120,"4,542","12,690","17,232","1,785","9,224","2,132",0,0,0,0,0,0,0,810,0,
E14001419,E12000008,Oxford East,South East,England,Borough,Anneliese,Dodds,Female,Lab hold,Lab,Green,"71,845","39,341",390,"14,465","4,739","19,541","3,437",0,"5,076",0,0,0,0,0,0,0,"6,548",0,
E14001420,E12000008,Oxford West and Abingdon,South East,England,County,Layla,Moran,Female,LD hold,LD,Con,"69,851","45,998",196,"14,894","8,520","5,981","23,414","4,164","3,236",0,0,0,0,0,0,0,683,0,
S14000101,S92000003,Paisley and Renfrewshire North,Scotland,Scotland,Burgh,Alison,Taylor,Female,Lab gain from SNP,Lab,SNP,"71,103","41,519",144,"6,333","2,659","19,561","1,374","3,228","1,469","13,228",0,0,0,0,0,0,0,0,
S14000102,S92000003,Paisley and Renfrewshire South,Scotland,Scotland,County,Johanna,Baxter,Female,Lab gain from SNP,Lab,SNP,"71,574","41,283",133,"6,527","2,219","19,583","1,315","2,956","1,724","13,056",0,0,0,0,0,0,430,0,
E14001421,E12000007,Peckham,London,England,Borough,Miatta,Fahnbulleh,Female,Lab hold,Lab,Green,"72,127","38,797",226,"15,228","2,276","22,813","2,724","1,790","7,585",0,0,0,0,0,0,0,"1,609",0,
E14001422,E12000002,Pendle and Clitheroe,North West,England,County,Jonathan,Hinder,Male,Lab gain from Con,Lab,Con,"78,796","46,754",158,902,"15,227","16,129","2,039","8,171","1,421",0,0,0,0,0,0,0,"3,767",0,
E14001423,E12000003,Penistone and Stocksbridge,Yorkshire and The Humber,England,County,Marie,Tidball,Female,Lab gain from Con,Lab,Con,"70,435","43,965",167,"8,739","10,430","19,169","2,866","9,456","2,044",0,0,0,0,0,0,0,0,0,
E14001424,E12000002,Penrith and Solway,North West,England,County,Markus,Campbell-Savours,Male,Lab gain from Con,Lab,Con,"77,935","49,281",148,"5,257","14,729","19,986","4,742","7,624","1,730",0,0,0,0,0,0,0,470,0,
S14000103,S92000003,Perth and Kinross-shire,Scotland,Scotland,County,Pete,Wishart,Male,SNP hold,SNP,Con,"77,261","50,077",142,"4,127","14,801","9,018","3,681","2,970",0,"18,928",0,0,0,0,0,0,679,0,
E14001425,E12000006,Peterborough,East of England,England,County,Andrew,Pakes,Male,Lab gain from Con,Lab,Con,"73,378","41,872",143,118,"13,300","13,418","1,746","5,379","2,542",0,0,0,0,0,0,0,"5,487",0,
E14001426,E12000009,Plymouth Moor View,South West,England,Borough,Fred,Thomas,Male,Lab gain from Con,Lab,Con,"74,724","42,856",118,"5,604","12,061","17,665","1,766","9,670","1,694",0,0,0,0,0,0,0,0,0,
E14001427,E12000009,Plymouth Sutton and Devonport,South West,England,Borough,Luke,Pollard,Male,Lab hold,Lab,RUK,"75,313","42,095",193,"13,328","6,873","20,795","2,441","7,467","3,186",0,0,0,0,0,0,0,"1,333",0,
E14001428,E12000003,"Pontefract, Castleford and Knottingley",Yorkshire and The Humber,England,County,Yvette,Cooper,Female,Lab hold,Lab,RUK,"74,618","35,957",123,"6,630","5,406","17,089","1,213","10,459","1,651",0,0,0,0,0,0,0,139,0,
W07000106,W92000004,Pontypridd,Wales,Wales,County,Alex,Davies-Jones,Female,Lab hold,Lab,RUK,"75,951","39,378",116,"8,402","3,775","16,225","1,606","7,823","1,865",0,"5,275",0,0,0,0,0,"2,809",0,
E14001429,E12000009,Poole,South West,England,Borough,Neil,Duncan-Jordan,Male,Lab gain from Con,Lab,Con,"72,509","44,495",148,18,"14,150","14,168","5,507","7,429","2,218",0,0,0,0,0,0,0,"1,023",0,
E14001430,E12000007,Poplar and Limehouse,London,England,Borough,Apsana,Begum,Female,Lab hold,Lab,Green,"84,116","43,051",316,"12,560","4,738","18,535","4,189","3,403","5,975",0,0,0,0,0,0,0,"6,211",0,
E14001431,E12000008,Portsmouth North,South East,England,Borough,Amanda,Martin,Female,Lab gain from Con,Lab,Con,"70,446","41,593",148,780,"13,715","14,495","3,031","8,501","1,851",0,0,0,0,0,0,0,0,0,
E14001432,E12000008,Portsmouth South,South East,England,Borough,Stephen,Morgan,Male,Lab hold,Lab,RUK,"73,711","38,928",180,"13,155","5,643","18,857","4,886","5,702","3,107",0,0,0,0,0,0,0,733,0,
E14001433,E12000002,Preston,North West,England,Borough,Mark,Hendrick,Male,Lab hold,Lab,Ind,"77,400","39,993",139,"5,291","5,212","14,006","3,195","5,738","1,751",0,0,0,0,0,0,0,"10,091",0,
E14001434,E12000007,Putney,London,England,Borough,Fleur,Anderson,Female,Lab hold,Lab,Con,"72,686","49,295",218,"12,488","11,625","24,113","5,943","3,070","3,721",0,0,0,0,0,0,0,823,0,
E14001435,E12000007,Queen's Park and Maida Vale,London,England,Borough,Georgia,Gould,Female,Lab hold,Lab,Green,"75,558","38,343",275,"14,913","5,088","20,126","3,417","2,106","5,213",0,0,0,0,0,0,0,"2,393",0,
E14001436,E12000003,Rawmarsh and Conisbrough,Yorkshire and The Humber,England,County,John,Healey,Male,Lab hold,Lab,RUK,"69,133","33,904",109,"6,908","4,496","16,612","1,137","9,704","1,687",0,0,0,0,0,0,0,268,0,
E14001437,E12000006,Rayleigh and Wickford,East of England,England,County,Mark,Francois,Male,Con hold,Con,RUK,"76,576","47,978",166,"5,621","17,756","11,823","4,068","12,135","2,196",0,0,0,0,0,0,0,0,0,
E14001438,E12000008,Reading Central,South East,England,Borough,Matt,Rodda,Male,Lab hold,Lab,Con,"73,600","45,291",216,"12,637","8,961","21,598","3,963","3,904","6,417",0,0,0,0,0,0,0,448,0,
E14001439,E12000008,Reading West and Mid Berkshire,South East,England,County,Olivia,Bailey,Female,Lab gain from Con,Lab,Con,"68,781","46,551",151,"1,361","14,912","16,273","5,103","6,260","3,169",0,0,0,0,0,0,0,834,0,
E14001440,E12000001,Redcar,North East,England,Borough,Anna,Turley,Female,Lab gain from Con,Lab,Con,"70,241","38,209",103,"3,323","12,340","15,663","1,542","7,216","1,279",0,0,0,0,0,0,0,169,0,
E14001441,E12000005,Redditch,West Midlands,England,County,Chris,Bloore,Male,Lab gain from Con,Lab,Con,"71,042","42,375",126,789,"14,021","14,810","2,165","8,516","2,098",0,0,0,0,0,0,0,765,0,
E14001442,E12000008,Reigate,South East,England,County,Rebecca,Paul,Female,Con hold,Con,Lab,"77,102","53,161",198,"3,187","18,822","15,635","6,773","7,240","4,691",0,0,0,0,0,0,0,0,0,
W07000107,W92000004,Rhondda and Ogmore,Wales,Wales,County,Chris,Bryant,Male,Lab hold,Lab,RUK,"74,493","35,806",136,"7,790","2,050","17,118",935,"9,328","1,177",0,"5,198",0,0,0,0,0,0,0,
E14001443,E12000002,Ribble Valley,North West,England,County,Maya,Ellis,Female,Lab gain from Con,Lab,Con,"80,484","52,023",181,856,"17,321","18,177","5,001","8,524","1,727",0,0,0,0,0,0,0,"1,273",0,
E14001444,E12000003,Richmond and Northallerton,Yorkshire and The Humber,England,County,Rishi,Sunak,Male,Con hold,Con,Lab,"73,886","48,526",99,"12,185","23,059","10,874","4,322","7,142","2,058",0,0,0,0,0,0,0,"1,071",0,
E14001445,E12000007,Richmond Park,London,England,Borough,Sarah,Olney,Female,LD hold,LD,Con,"74,988","52,205",218,"17,155","11,373","5,048","28,528","3,258","3,416",0,0,0,0,0,0,0,582,0,
E14001446,E12000002,Rochdale,North West,England,County,Paul,Waugh,Male,Lab hold,Lab,WPB,"72,507","39,688",95,"1,440","4,273","13,027","2,816","6,773","1,212",0,0,0,0,0,0,0,"11,587",0,
E14001447,E12000008,Rochester and Strood,South East,England,County,Lauren,Edwards,Female,Lab gain from Con,Lab,Con,"74,257","42,598",135,"2,930","12,473","15,403","1,894","9,966","2,427",0,0,0,0,0,0,0,435,0,
E14001448,E12000007,Romford,London,England,Borough,Andrew,Rosindell,Male,Con hold,Con,Lab,"72,928","44,047",132,"1,463","15,339","13,876","1,895","9,624","2,220",0,0,0,0,0,0,0,"1,093",0,
E14001449,E12000008,Romsey and Southampton North,South East,England,County,Caroline,Nokes,Female,Con hold,Con,LD,"71,871","50,027",151,"2,191","19,893","4,640","17,702","5,716","1,893",0,0,0,0,0,0,0,183,0,
E14001450,E12000002,Rossendale and Darwen,North West,England,County,Andy,MacNae,Male,Lab gain from Con,Lab,Con,"74,440","44,618",138,"5,628","12,619","18,247","1,241","9,695","2,325",0,0,0,0,0,0,0,491,0,
E14001451,E12000003,Rother Valley,Yorkshire and The Humber,England,County,Jake,Richards,Male,Lab gain from Con,Lab,Con,"69,459","41,608",104,998,"15,025","16,023","1,175","7,679","1,706",0,0,0,0,0,0,0,0,0,
